ENST00000592379 	ENST00000422514 ENST00000582736 ENST00000475608 ENST00000471152 ENST00000438478 	133 	619 21 6 6 19 	138 	619 21 6 6 19 	48 	51 51 51 51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3476 	798 331 349 215 213 554 354 386 354 331 	3486 	798 331 349 215 213 554 354 386 354 331 	43 	53 53 53 53 53 53 53 53 53 53 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000585891 	1950 1545 1953 	19 	1950 1545 1953 	19 	53 53 53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	121 80 	463 	121 80 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	178 137 	482 	178 137 	53 	52 52 
ENST00000476487 	ENST00000506339 ENST00000355836 ENST00000514633 ENST00000515193 ENST00000506259 ENST00000504898 	2058 	1538 1406 1398 1386 1471 1589 	2058 	1538 1406 1398 1386 1471 1589 	53 	53 53 53 53 53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4166 	92 94 	4166 	92 94 	52 	53 53 
ENST00000514253 	ENST00000511844 	505 	44 	505 	44 	53 	53 
ENST00000399275 ENST00000350148 ENST00000379826 ENST00000406925 ENST00000327794 ENST00000366089 	ENST00000491445 	3957 4015 4160 2145 7638 258 	16 	3957 4015 4160 2145 7638 258 	16 	53 53 53 53 53 53 	52 
ENST00000314675 	ENST00000319041 	2118 	562 	2118 	562 	53 	53 
ENST00000371059 ENST00000225724 ENST00000539061 ENST00000526284 	ENST00000371316 	2896 2489 2516 1053 	3896 	2896 2489 2516 1053 	3896 	42 42 42 42 	50 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	186 145 	463 	186 145 	53 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 ENST00000394290 	3803 	83 81 223 220 222 	3803 	83 81 223 220 222 	51 	52 52 52 52 52 
ENST00000558583 ENST00000489060 	ENST00000586722 ENST00000458297 ENST00000566753 ENST00000261200 	5967 1858 	1542 1460 1821 7071 	5967 1858 	1542 1460 1821 7071 	52 52 	53 53 53 53 
ENST00000359543 	ENST00000290271 	827 	3210 	828 	3210 	31 	53 
ENST00000563480 ENST00000395589 	ENST00000519737 	391 391 	1047 	391 391 	1047 	50 50 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	310 	3017 2918 2672 	310 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3472 	825 358 381 376 382 383 381 358 	3472 	825 358 381 376 382 383 381 358 	49 	53 53 53 53 53 53 53 53 
ENST00000547992 	ENST00000553237 ENST00000546489 ENST00000540325 	1709 	819 714 819 	1709 	819 714 819 	53 	53 53 53 
ENST00000564123 	ENST00000569802 ENST00000562150 ENST00000565682 ENST00000565209 	279 	340 432 471 465 	279 	340 432 471 465 	53 	53 53 53 53 
ENST00000561294 	ENST00000271640 ENST00000368969 ENST00000497314 	1709 	3687 3614 1571 	1709 	3687 3614 1571 	53 	53 53 53 
ENST00000419932 	ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000514975 ENST00000434005 ENST00000318052 	156 	2071 1698 1201 1324 1073 1078 1076 	156 	2071 1698 1201 1324 1073 1078 1076 	34 	52 52 52 52 52 52 52 
ENST00000540225 ENST00000256594 	ENST00000264896 	2305 2223 	3770 	2305 2223 	3771 	53 53 	50 
ENST00000508814 ENST00000514253 	ENST00000510019 	300 231 	199 	300 231 	199 	53 53 	52 
ENST00000360635 	ENST00000295550 ENST00000472056 ENST00000409809 ENST00000347401 ENST00000353578 ENST00000346358 	4030 	5207 3159 4136 4436 4421 4439 	4030 	5207 3159 4136 4436 4421 4439 	53 	53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	87 30 	366 	87 30 	52 	50 50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3006 2907 2661 	222 	3006 2907 2661 	222 	53 53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3000 2901 2655 	199 	3000 2901 2655 	199 	53 53 53 	52 
ENST00000316436 ENST00000575357 	ENST00000464258 ENST00000573661 	1436 1436 	832 832 	1436 1436 	832 832 	53 53 	53 53 
ENST00000240651 ENST00000538582 	ENST00000357447 ENST00000358621 	2674 3160 	4946 4532 	2674 3160 	4946 4532 	52 52 	52 52 
ENST00000514253 	ENST00000511844 	495 	130 	495 	130 	53 	53 
ENST00000429656 ENST00000417944 ENST00000451967 ENST00000580020 	ENST00000457879 ENST00000438861 ENST00000468666 ENST00000547271 	425 425 425 425 	335 303 0 16 	443 443 443 443 	335 303 0 16 	33 33 33 33 	53 53 53 53 
ENST00000361681 	ENST00000361567 ENST00000511037 	389 	1763 1763 	389 	1763 1763 	53 	49 49 
ENST00000514253 	ENST00000510019 ENST00000429775 	463 	223 48 	463 	223 48 	53 	52 52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4165 	83 85 	4165 	83 85 	53 	53 53 
ENST00000335185 	ENST00000525054 	3754 	478 	3754 	478 	53 	53 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3759 	211 93 91 233 211 	3759 	211 93 91 233 211 	52 	51 51 51 51 51 
ENST00000560723 	ENST00000559556 	427 	883 	427 	883 	52 	53 
ENST00000336505 ENST00000523752 ENST00000276431 ENST00000370435 	ENST00000480198 ENST00000359543 ENST00000398546 	3323 2910 3728 2071 	1010 2364 1031 	3323 2910 3728 2071 	1010 2364 1031 	53 53 53 53 	53 53 53 
ENST00000486727 ENST00000443186 ENST00000420384 ENST00000424483 ENST00000426707 ENST00000432225 ENST00000429733 ENST00000444492 ENST00000447679 ENST00000411514 ENST00000414433 ENST00000413957 ENST00000455917 	ENST00000601214 ENST00000601495 	129 2937 2700 2782 2545 2835 2598 2782 2545 2782 2545 2844 2607 	21 21 	150 2958 2721 2803 2566 2856 2619 2803 2566 2803 2566 2865 2628 	27 27 	31 31 31 31 31 31 31 31 31 31 31 31 31 	32 32 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3759 	208 90 88 230 208 	3761 	208 90 88 230 208 	50 	53 53 53 53 53 
ENST00000380171 	ENST00000394667 ENST00000502534 ENST00000394665 ENST00000503574 ENST00000506397 ENST00000394668 	105 	89 86 177 1379 200 111 	105 	89 86 177 1379 200 111 	53 	53 53 53 53 53 53 
ENST00000594592 	ENST00000373237 	259 	1329 	262 	1329 	32 	53 
ENST00000413432 	ENST00000575156 	3965 	1807 	3965 	1807 	34 	32 
ENST00000514253 	ENST00000510019 ENST00000429775 	465 	219 44 	465 	219 44 	53 	52 52 
ENST00000261783 	ENST00000553619 	1737 	505 	1737 	505 	51 	52 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000424633 ENST00000454660 ENST00000432393 	66 66 66 	262 262 262 	73 73 73 	262 262 262 	46 46 46 	53 53 53 
ENST00000558924 	ENST00000412507 	1518 	1063 	1530 	1063 	35 	52 
ENST00000566882 ENST00000525598 ENST00000556132 ENST00000481848 ENST00000441074 	ENST00000477068 	592 4030 9847 9493 843 	1648 	593 4031 9848 9494 844 	1648 	51 51 51 51 51 	51 
ENST00000542515 ENST00000569105 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000480024 ENST00000461974 ENST00000359671 ENST00000346544 	1971 462 	6280 6899 6626 6089 7096 7770 6551 6361 6361 6449 2604 100 493 6719 6359 	1971 462 	6280 6899 6626 6089 7096 7770 6551 6361 6361 6449 2604 100 493 6719 6359 	53 53 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	159 118 	463 	159 118 	53 	53 53 
ENST00000403627 ENST00000405159 	ENST00000580271 ENST00000582512 ENST00000577238 ENST00000582672 	1676 1743 	275 231 381 160 	1676 1743 	275 231 381 160 	51 51 	52 52 52 52 
ENST00000307980 ENST00000535644 	ENST00000358239 	2001 1505 	971 	2001 1505 	971 	53 53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	283 	235 245 	283 	235 245 	53 	53 53 
ENST00000592379 	ENST00000582736 	31 	113 	31 	113 	53 	50 
ENST00000526743 	ENST00000534706 	1687 	695 	1687 	695 	53 	52 
ENST00000592379 	ENST00000582736 	41 	111 	41 	111 	53 	52 
ENST00000530101 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000356005 ENST00000456923 ENST00000461974 ENST00000485567 ENST00000460217 ENST00000438981 ENST00000359671 	1703 	6072 6691 6418 6795 7562 6343 6153 6148 2303 285 242 470 434 6418 	1703 	6072 6691 6418 6795 7562 6343 6153 6148 2303 285 242 470 434 6418 	53 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000511844 	494 	144 	494 	144 	53 	52 
ENST00000539903 ENST00000485920 	ENST00000468078 	2701 2696 	341 	2701 2696 	341 	50 50 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	76 19 	286 	76 19 	53 	53 53 
ENST00000504000 ENST00000477789 ENST00000494587 ENST00000481445 ENST00000596409 ENST00000422989 ENST00000382093 ENST00000296795 ENST00000522156 ENST00000583301 ENST00000479402 ENST00000503824 ENST00000598404 	ENST00000543211 ENST00000476350 	1234 605 338 1878 1104 5470 1401 3962 264 251 1442 50 1878 	829 4779 	1234 605 338 1878 1104 5470 1401 3962 264 251 1442 50 1878 	848 4798 	53 53 53 53 53 53 53 53 53 53 53 53 53 	34 34 
ENST00000449131 	ENST00000492727 ENST00000450676 	4163 	107 109 	4167 	107 109 	48 	52 52 
ENST00000570780 ENST00000391950 	ENST00000441206 	1086 1103 	198 	1086 1103 	198 	51 51 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3033 2934 2688 	325 	3033 2934 2688 	325 	53 53 53 	51 
ENST00000314675 	ENST00000319041 	2088 	480 	2088 	480 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4142 	84 86 	4142 	84 86 	53 	53 53 
ENST00000468410 ENST00000222574 	ENST00000297135 	2635 2739 	3945 	2635 2739 	3945 	52 52 	53 
ENST00000427908 	ENST00000431591 ENST00000397651 	1218 	505 697 	1218 	505 697 	52 	51 51 
ENST00000354485 ENST00000470826 ENST00000380155 ENST00000575234 ENST00000567171 ENST00000477285 	ENST00000435716 	3404 2183 2394 1157 179 104 	38 	3419 2198 2409 1172 194 119 	38 	38 38 38 38 38 38 	52 
ENST00000523793 	ENST00000372921 ENST00000372919 ENST00000394847 	919 	76 76 233 	919 	76 76 233 	51 	35 35 35 
ENST00000463943 	ENST00000335179 ENST00000545072 	349 	74 17 	349 	74 17 	51 	53 53 
ENST00000368918 	ENST00000373816 	4857 	3067 	4862 	3067 	32 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	178 137 	484 	178 137 	53 	52 52 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4129 	113 111 313 113 113 	4129 	113 111 313 113 113 	51 	53 53 53 53 53 
ENST00000361681 	ENST00000361567 	490 	1721 	490 	1721 	35 	53 
ENST00000593646 	ENST00000378654 ENST00000544100 	281 	1726 1785 	281 	1726 1785 	52 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	87 85 227 	3760 	87 85 227 	52 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	372 	77 20 	372 	77 20 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	100 98 240 	3744 	100 98 240 	53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	464 	129 88 	464 	129 88 	53 	52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	245 196 	1116 1133 	245 196 	53 53 	53 53 
ENST00000344642 ENST00000484271 ENST00000543870 	ENST00000401609 ENST00000464182 ENST00000473638 ENST00000216146 ENST00000465618 ENST00000467105 ENST00000417615 	1171 772 1073 	994 0 24 1149 1815 783 186 	1171 772 1073 	994 0 24 1149 1815 783 186 	53 53 53 	53 53 53 53 53 53 53 
ENST00000556794 	ENST00000541357 ENST00000556179 	1290 	1073 1093 	1290 	1080 1100 	53 	46 46 
ENST00000556794 	ENST00000541357 ENST00000556179 	1290 	1073 1093 	1290 	1080 1100 	53 	46 46 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	87 30 	376 	87 30 	53 	50 50 
ENST00000307851 ENST00000567020 ENST00000564879 ENST00000218340 ENST00000587483 ENST00000367282 ENST00000603075 	ENST00000536776 ENST00000266604 ENST00000486951 ENST00000504771 ENST00000296490 ENST00000487402 ENST00000521074 ENST00000392845 ENST00000373664 ENST00000372007 ENST00000374045 ENST00000374044 ENST00000492378 ENST00000476977 ENST00000573869 	2156 4482 3229 3002 1407 2087 3002 	1409 974 505 7494 3575 4154 3374 8578 3612 7576 1811 2598 655 4870 4870 	2156 4482 3229 3002 1407 2087 3002 	1409 974 505 7494 3575 4154 3374 8578 3612 7576 1811 2598 655 4870 4870 	46 46 46 46 46 46 46 	37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 
ENST00000333083 	ENST00000446547 ENST00000473608 	1328 	1200 736 	1328 	1200 736 	53 	53 53 
ENST00000449131 	ENST00000492727 	4177 	69 	4177 	69 	53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	251 261 	279 	251 261 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3494 	789 322 340 173 206 204 345 545 345 377 345 322 	3494 	789 322 340 173 206 204 345 545 345 377 345 322 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000222224 ENST00000605182 ENST00000575918 ENST00000609965 ENST00000608267 ENST00000608685 ENST00000608153 ENST00000608366 ENST00000575187 ENST00000571795 	ENST00000309446 ENST00000421199 	1304 1304 1304 1304 1304 1304 1304 1304 1304 1304 	2365 1993 	1304 1304 1304 1304 1304 1304 1304 1304 1304 1304 	2365 1993 	53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3818 	75 73 215 	3818 	75 73 215 	38 	52 52 52 
ENST00000601871 	ENST00000373232 ENST00000608321 	1356 	71 48 	1356 	71 48 	53 	51 51 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	247 257 	279 	247 257 	53 	53 53 
ENST00000592379 	ENST00000582736 	26 	115 	26 	115 	53 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	291 	1123 1140 	291 	46 46 	53 
ENST00000496484 	ENST00000439011 ENST00000413194 	387 	293 236 	387 	293 236 	53 	52 52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	394 	686 695 699 581 	394 	686 695 699 581 	53 	51 51 51 51 
ENST00000570780 ENST00000391950 	ENST00000441206 	1083 1100 	198 	1083 1100 	198 	45 45 	53 
ENST00000546087 	ENST00000416077 ENST00000543596 	1578 	418 186 	1578 	418 186 	53 	39 39 
ENST00000514253 	ENST00000510019 ENST00000511844 	453 	137 96 	453 	137 96 	52 	53 53 
ENST00000503706 ENST00000505491 ENST00000480262 ENST00000435873 ENST00000343318 ENST00000563287 	ENST00000453748 ENST00000350030 ENST00000537798 ENST00000402363 	253 205 244 267 1030 2225 	1549 1461 1284 1549 	253 205 244 267 1030 2225 	1552 1464 1287 1552 	50 50 50 50 50 50 	34 34 34 34 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3073 2974 2728 	288 	3073 2974 2728 	288 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3477 	826 359 382 377 383 384 382 359 	3477 	826 359 382 377 383 384 382 359 	53 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4151 	87 89 	4151 	87 89 	46 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	258 	1116 1133 	258 	53 53 	53 
ENST00000558583 	ENST00000550977 ENST00000295025 	6104 	1650 8390 	6104 	1650 8390 	53 	53 53 
ENST00000471784 ENST00000344774 	ENST00000604929 	1596 1001 	1881 	1596 1001 	1881 	53 53 	53 
ENST00000592379 	ENST00000475608 	152 	6 	152 	6 	53 	52 
ENST00000223095 ENST00000445463 	ENST00000357065 ENST00000356053 ENST00000337970 ENST00000544000 ENST00000443950 	2707 2653 	1643 1696 1617 1702 1781 	2707 2653 	1643 1696 1617 1702 1781 	51 51 	53 53 53 53 53 
ENST00000314675 	ENST00000319041 	2123 	539 	2123 	539 	53 	53 
ENST00000427908 	ENST00000511309 ENST00000510797 ENST00000503216 ENST00000502670 	1295 	389 430 371 475 	1295 	389 430 371 475 	53 	53 53 53 53 
ENST00000568313 	ENST00000567173 ENST00000563505 ENST00000566181 	758 	586 637 310 	758 	586 637 310 	53 	53 53 53 
ENST00000309733 	ENST00000551944 	6152 	3556 	6152 	3556 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	81 24 	363 	81 24 	53 	52 52 
ENST00000592379 	ENST00000475608 	66 	7 	66 	7 	53 	51 
ENST00000508634 	ENST00000304385 	522 	3485 	523 	3499 	31 	38 
ENST00000579663 ENST00000428465 	ENST00000469371 	644 1755 	233 	662 1773 	242 	32 32 	31 
ENST00000335185 	ENST00000526267 ENST00000525054 	3696 	435 476 	3696 	435 476 	53 	52 52 
ENST00000592379 	ENST00000475608 	79 	6 	79 	6 	53 	52 
ENST00000557845 	ENST00000309733 ENST00000481729 ENST00000476192 ENST00000489060 ENST00000497426 	205 	7187 510 5248 2231 5248 	205 	7187 510 5248 2231 5248 	53 	47 47 47 47 47 
ENST00000405508 ENST00000262709 	ENST00000298717 ENST00000544500 ENST00000544248 	4538 4365 	1585 1367 1372 	4544 4371 	1585 1367 1372 	47 47 	53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	86 84 226 	3744 	86 84 226 	53 	52 52 52 
ENST00000353047 ENST00000434271 	ENST00000358869 ENST00000504986 ENST00000325094 	3445 3429 	2570 3100 3068 	3462 3446 	2570 3100 3068 	35 35 	53 53 53 
ENST00000595811 ENST00000598768 ENST00000413176 ENST00000373510 ENST00000504157 ENST00000374212 ENST00000546474 	ENST00000609923 ENST00000265870 ENST00000493963 ENST00000474927 ENST00000539557 	217 317 887 3338 771 1388 6964 	473 1379 539 38 597 	217 317 887 3338 771 1388 6964 	473 1379 539 38 597 	34 34 34 34 34 34 34 	47 47 47 47 47 
ENST00000592379 	ENST00000475608 	54 	23 	54 	23 	53 	50 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	156 115 	488 	156 115 	49 	53 53 
ENST00000373484 	ENST00000414241 ENST00000458695 	3214 	1632 1531 	3214 	1632 1531 	52 	53 53 
ENST00000514253 	ENST00000218388 ENST00000456754 ENST00000441738 ENST00000377018 	484 	146 51 66 122 	484 	161 66 81 137 	53 	38 38 38 38 
ENST00000559923 	ENST00000409997 	338 	362 	351 	377 	40 	32 
ENST00000356415 	ENST00000452777 	7 	9 	7 	9 	36 	53 
ENST00000592379 	ENST00000582736 	32 	127 	32 	127 	53 	53 
ENST00000549233 	ENST00000554619 ENST00000556146 	109 	1305 677 	109 	1305 677 	52 	51 51 
ENST00000556319 	ENST00000394272 ENST00000494993 ENST00000559834 ENST00000561036 	589 	343 644 726 293 	589 	343 644 726 293 	52 	52 52 52 52 
ENST00000514253 	ENST00000510019 	484 	202 	484 	202 	53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	299 	3072 2973 2727 	299 	52 52 52 	50 
ENST00000463943 	ENST00000335179 ENST00000545072 	361 	73 16 	361 	73 16 	53 	52 52 
ENST00000421422 ENST00000309060 ENST00000540170 	ENST00000595900 	7385 8577 7852 	499 	7397 8589 7864 	499 	40 40 40 	53 
ENST00000361681 	ENST00000361567 	469 	1708 	469 	1708 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	308 259 	1116 1133 	308 259 	53 53 	53 53 
ENST00000514253 	ENST00000511844 	494 	142 	495 	142 	52 	51 
ENST00000377957 ENST00000574474 ENST00000465605 ENST00000400335 ENST00000400338 ENST00000472200 ENST00000471668 ENST00000382021 ENST00000303525 ENST00000473371 ENST00000397333 ENST00000462829 ENST00000493181 ENST00000333703 ENST00000293272 ENST00000366113 ENST00000466992 ENST00000550746 ENST00000408966 ENST00000410026 ENST00000490210 ENST00000556123 ENST00000409734 ENST00000521405 ENST00000547440 ENST00000504669 ENST00000501515 ENST00000492342 ENST00000240093 ENST00000301439 ENST00000560440 ENST00000422247 ENST00000491968 ENST00000461317 ENST00000391743 ENST00000408959 ENST00000572652 ENST00000527063 ENST00000491193 ENST00000367942 ENST00000603197 ENST00000605140 ENST00000574314 ENST00000576928 ENST00000426371 	ENST00000391611 	3663 3742 198 2952 3003 2730 1879 3189 3093 1500 2874 1200 6391 4400 809 688 1974 3843 1507 9723 7227 3892 1058 307 1773 2967 445 198 9985 1587 2643 1985 198 198 2501 1455 1412 1914 1302 2988 809 688 2501 2584 1004 	1608 	3663 3742 198 2952 3003 2730 1879 3189 3093 1500 2874 1200 6391 4400 809 688 1974 3843 1507 9723 7227 3892 1058 307 1773 2967 445 198 9985 1587 2643 1985 198 198 2501 1455 1412 1914 1302 2988 809 688 2501 2584 1004 	1608 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000439231 	ENST00000227507 	344 	2515 	347 	2515 	33 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	479 	179 138 	480 	179 138 	51 	52 52 
ENST00000514253 	ENST00000510019 ENST00000429775 	448 	227 52 	448 	227 52 	53 	53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	107 309 109 109 	4149 	107 309 109 109 	52 	52 52 52 52 
ENST00000460059 	ENST00000430432 ENST00000447620 	182 	483 499 	182 	483 499 	53 	52 52 
ENST00000309469 ENST00000588667 ENST00000589753 ENST00000540862 	ENST00000478863 ENST00000361821 	1865 1535 847 847 	2361 2439 	1865 1535 847 847 	2361 2439 	53 53 53 53 	51 51 
ENST00000576370 ENST00000572558 ENST00000574821 ENST00000299335 	ENST00000574318 	2297 695 162 2429 	253 	2297 695 162 2429 	253 	34 34 34 34 	53 
ENST00000544076 	ENST00000476192 ENST00000497426 	1436 	6939 6939 	1436 	6951 6951 	53 	41 41 
