ENST00000361681 ENST00000506002 	ENST00000361567 ENST00000511037 	426 426 	1778 1778 	426 426 	1778 1778 	53 53 	34 34 
ENST00000592379 	ENST00000582736 	41 	125 	41 	125 	53 	53 
ENST00000507437 	ENST00000454671 	649 	412 	649 	412 	53 	53 
ENST00000419932 	ENST00000511348 ENST00000511203 ENST00000296417 ENST00000511319 ENST00000529158 	380 	1542 1581 680 987 511 	380 	1542 1581 680 987 511 	37 	34 34 34 34 34 
ENST00000592379 	ENST00000582736 	41 	88 	41 	88 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	797 330 348 214 212 553 353 385 353 330 	3482 	797 330 348 214 212 553 353 385 353 330 	52 	50 50 50 50 50 50 50 50 50 50 
ENST00000361681 	ENST00000361567 	248 	1724 	248 	1724 	33 	33 
ENST00000512243 	ENST00000602522 ENST00000409573 ENST00000552931 ENST00000518868 ENST00000412671 ENST00000345714 ENST00000396596 ENST00000568820 	637 	1094 4246 491 446 197 3384 3475 946 	637 	1101 4253 498 453 204 3391 3482 953 	31 	34 34 34 34 34 34 34 34 
ENST00000465229 	ENST00000429412 ENST00000546113 ENST00000538183 ENST00000489060 ENST00000392857 ENST00000604015 	1478 	2017 2017 8259 2733 4657 487 	1478 	2017 2017 8259 2733 4657 487 	52 	31 31 31 31 31 31 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000511844 	286 217 	122 132 177 136 	287 218 	122 132 177 136 	51 51 	53 53 53 53 
ENST00000240651 ENST00000538582 	ENST00000299767 ENST00000548462 ENST00000551983 	2475 2961 	1681 1577 189 	2475 2961 	1681 1577 189 	52 52 	53 53 53 
ENST00000508075 ENST00000261200 	ENST00000478538 ENST00000483793 	806 7135 	22 3765 	806 7135 	22 3765 	48 48 	52 52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3054 2955 2709 	288 	3054 2955 2709 	288 	53 53 53 	53 
ENST00000577961 ENST00000584307 ENST00000314574 ENST00000461206 ENST00000488630 	ENST00000377957 ENST00000508504 ENST00000371655 ENST00000569762 ENST00000475966 ENST00000307792 ENST00000252444 ENST00000305188 ENST00000560440 ENST00000526185 ENST00000571346 ENST00000438197 ENST00000399387 ENST00000606041 ENST00000605787 	3132 3217 3179 44 202 	3519 160 1547 808 191 6218 3986 3636 2499 1465 621 1477 667 191 414 	3132 3217 3179 44 202 	3519 160 1547 808 191 6218 3986 3636 2499 1465 621 1477 667 191 414 	52 52 52 52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000320934 	ENST00000520868 ENST00000318607 ENST00000519004 ENST00000522387 ENST00000522658 ENST00000519848 ENST00000517403 ENST00000518716 	4338 	34 2565 1664 1656 77 294 394 580 	4339 	34 2565 1664 1656 77 294 394 580 	51 	53 53 53 53 53 53 53 53 
ENST00000344843 ENST00000493287 ENST00000487659 	ENST00000447725 	618 406 1595 	1712 	618 406 1595 	1712 	53 53 53 	52 
ENST00000427606 	ENST00000555085 	765 	384 	765 	384 	51 	52 
ENST00000345662 ENST00000315285 ENST00000594104 ENST00000591517 	ENST00000308580 	3609 3609 785 2471 	2851 	3609 3609 785 2471 	2851 	53 53 53 53 	52 
ENST00000309955 	ENST00000584196 ENST00000333139 ENST00000446232 ENST00000582966 ENST00000403396 	3682 	1850 1167 1035 1850 3329 	3682 	1851 1168 1036 1851 3330 	53 	52 52 52 52 52 
ENST00000514253 	ENST00000510019 	448 	189 	448 	189 	53 	51 
ENST00000481034 	ENST00000445877 	1779 	45 	1799 	45 	32 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1149 1166 	275 	1151 1168 	275 	50 50 	53 
ENST00000540918 ENST00000371610 ENST00000470617 	ENST00000491265 ENST00000330165 ENST00000583313 	2868 2317 357 	2534 3253 3295 	2868 2317 357 	2534 3253 3295 	53 53 53 	52 52 52 
ENST00000592379 	ENST00000582736 	40 	97 	40 	97 	53 	53 
ENST00000309733 	ENST00000476192 ENST00000550977 ENST00000481617 ENST00000497426 ENST00000474698 ENST00000551028 	7618 	7381 1007 3237 7373 5757 48 	7618 	7381 1007 3237 7373 5757 48 	32 	35 35 35 35 35 35 
ENST00000314103 	ENST00000493680 	3652 	1285 	3652 	1285 	37 	36 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3037 2938 2692 	284 	3042 2943 2697 	284 	48 48 48 	53 
ENST00000413658 	ENST00000456748 ENST00000543588 	1388 	774 854 	1388 	774 854 	53 	52 52 
ENST00000522802 	ENST00000569510 	330 	2257 	346 	2257 	37 	52 
ENST00000512512 ENST00000295666 	ENST00000441246 	757 1151 	3558 	757 1151 	3558 	53 53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	183 142 	463 	183 142 	53 	51 51 
ENST00000429412 ENST00000546113 	ENST00000508075 ENST00000557845 ENST00000493254 	1516 1516 	354 285 1473 	1525 1525 	354 285 1473 	43 43 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1152 1169 	185 136 	1152 1169 	185 136 	53 53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	465 	184 143 	465 	184 143 	53 	53 53 
ENST00000534030 	ENST00000526693 ENST00000530320 	397 	682 577 	399 	682 577 	51 	53 53 
ENST00000588623 ENST00000262374 	ENST00000346333 ENST00000510443 ENST00000359244 ENST00000426628 ENST00000528685 ENST00000587161 ENST00000313946 ENST00000511488 ENST00000507301 ENST00000510565 	2495 1759 	616 696 714 689 731 1192 1512 883 383 559 	2495 1759 	616 696 714 689 731 1192 1512 883 383 559 	53 53 	53 53 53 53 53 53 53 53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	242 252 	279 	242 252 	53 	53 53 
ENST00000592379 	ENST00000582736 	41 	124 	41 	124 	53 	53 
ENST00000449131 	ENST00000517577 	3740 	247 	3740 	247 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	385 	79 22 	390 	79 22 	47 	51 51 
ENST00000547992 	ENST00000552713 ENST00000549606 ENST00000553237 ENST00000540325 	1598 	456 344 832 832 	1598 	456 344 832 832 	53 	52 52 52 52 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000473428 	732 463 938 	658 	732 463 938 	658 	53 53 53 	53 
ENST00000514253 	ENST00000511844 	492 	114 	492 	114 	53 	53 
ENST00000592379 	ENST00000475608 	63 	6 	63 	6 	53 	52 
ENST00000547992 	ENST00000546489 ENST00000551888 ENST00000547281 ENST00000550419 	1768 	593 489 707 815 	1768 	593 489 707 815 	53 	53 53 53 53 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000483598 ENST00000432393 ENST00000599500 	75 75 75 	115 234 234 	75 75 75 	115 234 234 	52 52 52 	52 52 52 
ENST00000314675 	ENST00000270792 ENST00000319041 	2053 	1329 508 	2059 	1329 508 	47 	53 53 
ENST00000588623 ENST00000262374 	ENST00000587161 ENST00000497543 ENST00000484945 ENST00000459803 ENST00000478666 ENST00000489609 ENST00000313946 ENST00000511488 ENST00000507301 ENST00000510565 	2588 1852 	1171 901 995 1188 684 754 1491 862 362 538 	2588 1852 	1171 901 995 1188 684 754 1491 862 362 538 	53 53 	50 50 50 50 50 50 50 50 50 50 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1947 2079 2526 	33 	1947 2079 2526 	33 	52 52 52 	53 
ENST00000527805 ENST00000452508 ENST00000278616 	ENST00000525729 	2905 2361 2557 	744 	2905 2361 2557 	744 	35 35 35 	53 
ENST00000338165 	ENST00000280193 ENST00000507638 	2263 	977 260 	2263 	977 260 	53 	52 52 
ENST00000361681 	ENST00000361567 ENST00000511037 	445 	1780 1780 	445 	1780 1780 	53 	31 31 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1947 2079 2526 	41 	1947 2079 2526 	41 	52 52 52 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 	4169 	113 111 	4169 	113 111 	53 	53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	372 	685 694 698 580 	372 	685 694 698 580 	51 	52 52 52 52 
ENST00000505599 	ENST00000482481 	2496 	8302 	2507 	8302 	35 	34 
ENST00000342022 ENST00000592154 	ENST00000395686 	2892 558 	3669 	2892 558 	3669 	52 52 	52 
ENST00000303746 ENST00000572045 ENST00000575885 ENST00000571007 ENST00000319500 ENST00000575769 	ENST00000572832 	2197 2210 1670 1749 1750 1825 	287 	2197 2210 1670 1749 1750 1825 	287 	53 53 53 53 53 53 	34 
ENST00000361681 	ENST00000225964 ENST00000510710 	344 	3901 451 	344 	3901 451 	51 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3476 	798 331 349 215 213 554 354 386 354 331 	3476 	798 331 349 215 213 554 354 386 354 331 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000218008 ENST00000361319 ENST00000474602 ENST00000509041 ENST00000271375 ENST00000299134 	ENST00000328194 ENST00000529977 	3135 3123 2627 1402 7438 2447 	4442 2022 	3135 3123 2627 1402 7438 2447 	4442 2022 	53 53 53 53 53 53 	53 53 
ENST00000432903 	ENST00000546656 	101 	444 	101 	444 	53 	53 
ENST00000261769 ENST00000566612 	ENST00000380759 	3411 3178 	1087 	3418 3185 	1087 	35 35 	53 
ENST00000449131 	ENST00000226725 ENST00000514860 ENST00000506824 ENST00000421009 ENST00000506541 ENST00000506761 ENST00000509028 ENST00000538127 	3494 	1298 1301 1051 824 619 775 480 1068 	3494 	1298 1301 1051 824 619 775 480 1068 	53 	52 52 52 52 52 52 52 52 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	243 241 229 213 	80 	243 241 229 213 	80 	53 53 53 53 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	112 110 312 112 112 	4149 	112 110 312 112 112 	52 	53 53 53 53 53 
ENST00000416501 	ENST00000274813 	261 	1271 	261 	1271 	53 	53 
ENST00000412930 	ENST00000225724 	191 	2106 	191 	2106 	53 	44 
ENST00000392385 ENST00000409562 ENST00000604604 ENST00000295025 	ENST00000476192 ENST00000355520 ENST00000558583 ENST00000497426 ENST00000474698 	1072 2843 1196 8822 	4584 7371 5679 4584 4583 	1072 2843 1196 8822 	4584 7371 5679 4584 4583 	52 52 52 52 	53 53 53 53 53 
ENST00000514253 	ENST00000511844 	498 	114 	498 	114 	53 	53 
ENST00000489060 	ENST00000586722 ENST00000458297 ENST00000481617 ENST00000604604 ENST00000295025 	2308 	1097 1015 3567 447 8077 	2308 	1097 1015 3567 447 8077 	52 	52 52 52 52 52 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000383605 ENST00000383619 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000396634 ENST00000376806 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 	56 56 56 56 56 56 56 	494 462 158 155 153 153 206 494 462 158 155 153 153 175 494 462 158 155 153 153 175 151 151 151 151 151 151 175 	56 56 56 56 56 56 56 	494 462 158 155 153 153 206 494 462 158 155 153 153 175 494 462 158 155 153 153 175 151 151 151 151 151 151 175 	37 37 37 37 37 37 37 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3482 	784 335 168 201 199 340 540 340 372 340 	3482 	784 335 168 201 199 340 540 340 372 340 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000358637 	ENST00000569076 ENST00000566753 	734 	218 358 	746 	218 358 	34 	31 31 
ENST00000592379 	ENST00000582736 	12 	100 	12 	100 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	349 	80 23 	349 	80 23 	51 	50 50 
ENST00000427908 	ENST00000567272 ENST00000403549 	1287 	583 431 	1287 	595 443 	53 	41 41 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	178 137 	484 	178 137 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3747 	87 85 227 	3747 	87 85 227 	53 	53 53 53 
ENST00000456262 ENST00000418113 ENST00000404929 ENST00000405894 ENST00000426886 	ENST00000483166 	2496 2946 2681 2603 2292 	1100 	2505 2955 2690 2612 2301 	1100 	40 40 40 40 40 	51 
ENST00000314595 	ENST00000514062 ENST00000537922 	3694 	278 785 	3694 	278 785 	53 	53 53 
ENST00000604922 	ENST00000503002 ENST00000487100 ENST00000382175 	333 	425 251 125 	333 	425 251 125 	53 	40 40 40 
ENST00000449131 	ENST00000492727 ENST00000450676 	4127 	87 89 	4128 	87 89 	52 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2230 2131 1885 	239 	2230 2131 1885 	239 	53 53 53 	41 
ENST00000526743 	ENST00000446900 ENST00000370491 ENST00000260508 ENST00000370486 ENST00000370485 	1087 	341 429 674 568 357 	1087 	341 429 674 568 357 	53 	53 53 53 53 53 
ENST00000361681 	ENST00000361567 	445 	1712 	445 	1712 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4142 	107 309 109 109 	4142 	107 309 109 109 	53 	52 52 52 52 
ENST00000564928 	ENST00000566732 ENST00000544090 	424 	2865 2677 	424 	2865 2677 	53 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3477 	814 347 370 365 371 372 570 370 402 370 347 	3480 	814 347 370 365 371 372 570 370 402 370 347 	50 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000592379 	ENST00000475608 	140 	20 	140 	20 	51 	52 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1266 861 1269 	224 	1266 861 1269 	224 	53 53 53 	47 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1091 1108 	191 229 	1091 1108 	191 229 	50 50 	52 52 
ENST00000514253 	ENST00000510019 	482 	222 	482 	222 	53 	52 
ENST00000269221 ENST00000589215 ENST00000590868 ENST00000591367 ENST00000593081 ENST00000589409 	ENST00000588867 	2088 1875 1934 647 601 635 	1801 	2088 1875 1934 647 601 635 	1801 	53 53 53 53 53 53 	53 
ENST00000419932 	ENST00000598366 ENST00000601845 ENST00000593601 ENST00000595537 ENST00000594960 ENST00000599415 ENST00000601143 ENST00000331925 ENST00000573283 ENST00000575842 ENST00000576917 ENST00000574671 ENST00000576209 ENST00000575087 	159 	1512 1537 1792 1497 1224 1250 1556 1512 1537 1792 1497 1224 1250 1556 	159 	1512 1537 1792 1497 1224 1250 1556 1512 1537 1792 1497 1224 1250 1556 	31 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000394175 ENST00000477054 	ENST00000531950 	56 2370 	398 	56 2370 	398 	32 32 	53 
ENST00000320934 	ENST00000529622 	4495 	423 	4495 	423 	53 	52 
ENST00000449131 	ENST00000517577 	3743 	225 	3743 	225 	52 	53 
ENST00000314675 	ENST00000319041 	2094 	624 	2094 	624 	53 	52 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	287 	200 210 255 	287 	200 210 255 	53 	52 52 52 
ENST00000514253 	ENST00000511844 	514 	58 	515 	73 	36 	38 
ENST00000174618 	ENST00000269593 ENST00000542955 	4443 	958 593 	4443 	958 593 	31 	53 53 
ENST00000381661 	ENST00000256383 ENST00000557310 ENST00000466499 ENST00000555876 ENST00000554332 	2071 	1172 891 1471 581 69 	2071 	1172 891 1471 581 69 	52 	53 53 53 53 53 
ENST00000373652 ENST00000283946 ENST00000409992 	ENST00000568900 ENST00000486155 ENST00000586526 ENST00000401766 ENST00000562801 	1647 1337 1267 	2131 2727 2118 5297 763 	1661 1351 1281 	2151 2747 2138 5317 783 	39 39 39 	32 32 32 32 32 
ENST00000379031 ENST00000493657 	ENST00000532772 	1215 1712 	1515 	1215 1712 	1515 	53 53 	53 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000585891 	1930 1525 1933 	1 	1944 1539 1947 	1 	39 39 39 	52 
ENST00000508814 	ENST00000510210 ENST00000512493 	277 	224 234 	277 	224 234 	52 	52 52 
ENST00000463943 	ENST00000507623 ENST00000380638 	417 	59 59 	417 	59 59 	53 	53 53 
ENST00000335251 ENST00000271375 	ENST00000429412 ENST00000546113 ENST00000392385 ENST00000409562 ENST00000481617 ENST00000604604 ENST00000295025 	4416 6116 	2448 2448 669 2440 3913 793 8423 	4431 6131 	2448 2448 669 2440 3913 793 8423 	38 38 	52 52 52 52 52 52 52 
ENST00000174618 	ENST00000269593 ENST00000542955 	4441 	1066 701 	4441 	1066 701 	33 	52 52 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4147 	113 111 313 113 113 	4147 	113 111 313 113 113 	53 	53 53 53 53 53 
ENST00000361681 	ENST00000361567 	442 	1701 	442 	1701 	53 	52 
ENST00000514253 	ENST00000510019 	485 	191 	485 	191 	52 	53 
ENST00000314675 	ENST00000319041 	2114 	562 	2114 	562 	53 	53 
ENST00000476975 	ENST00000480035 	692 	148 	692 	148 	53 	53 
ENST00000361681 	ENST00000361567 	398 	1595 	398 	1595 	53 	53 
ENST00000547992 	ENST00000547281 ENST00000550419 	2428 	696 804 	2428 	696 804 	53 	51 51 
ENST00000592379 	ENST00000597341 	157 	103 	157 	103 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4128 	98 300 100 100 	4128 	98 300 100 100 	52 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	129 88 	484 	129 88 	53 	52 52 
ENST00000396700 ENST00000548724 ENST00000323944 	ENST00000374523 ENST00000480346 ENST00000428849 ENST00000494554 ENST00000448818 ENST00000492385 	2781 2781 2898 	2341 330 2341 330 2341 330 	2781 2781 2898 	2341 330 2341 330 2341 330 	35 35 35 	53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	173 132 	484 	173 132 	53 	53 53 
ENST00000538869 	ENST00000486975 	453 	1052 	468 	1052 	36 	31 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1119 1136 	231 182 	1119 1136 	231 182 	53 53 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000604604 ENST00000295025 ENST00000469718 ENST00000602666 	ENST00000401491 	2927 3471 2408 7002 999 1444 9070 601 2619 	1150 	2935 3479 2416 7010 1007 1640 9078 609 2627 	1150 	44 44 44 44 44 44 44 44 44 	53 
ENST00000281772 	ENST00000466509 	4220 	621 	4220 	632 	52 	41 
ENST00000335185 	ENST00000525054 	3720 	485 	3720 	485 	51 	53 
ENST00000484377 ENST00000468874 ENST00000573757 ENST00000573907 	ENST00000545369 ENST00000573887 	274 622 274 622 	891 891 	274 622 274 622 	891 891 	53 53 53 53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3459 	807 340 363 358 224 222 364 563 363 395 363 340 	3459 	807 340 363 358 224 222 364 563 363 395 363 340 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	483 	1726 	484 	1726 	41 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3006 2907 2661 	238 	3006 2907 2661 	238 	53 53 53 	52 
ENST00000592379 	ENST00000437246 	68 	77 	68 	77 	52 	53 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	243 241 229 213 	29 	243 241 229 213 	29 	53 53 53 53 	53 
ENST00000367187 ENST00000424712 	ENST00000474266 	6922 6732 	822 	6936 6746 	822 	38 38 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	379 	79 22 	379 	79 22 	53 	51 51 
ENST00000504384 	ENST00000359543 	559 	2387 	559 	2387 	41 	53 
ENST00000449131 	ENST00000498161 ENST00000517577 ENST00000599364 	3742 	211 233 211 	3742 	211 233 211 	53 	51 51 51 
ENST00000356970 ENST00000369971 ENST00000415331 ENST00000369969 ENST00000369968 	ENST00000441735 	4374 4396 4256 3904 3712 	528 	4375 4397 4257 3905 3713 	528 	52 52 52 52 52 	53 
ENST00000483726 ENST00000349533 	ENST00000522346 	1995 4765 	1529 	1995 4765 	1529 	33 33 	35 
ENST00000361354 	ENST00000236957 ENST00000392222 ENST00000429769 ENST00000455150 ENST00000482103 ENST00000392221 ENST00000445713 ENST00000447718 	6646 	539 793 734 454 282 576 419 418 	6646 	539 793 734 454 282 576 419 418 	53 	52 52 52 52 52 52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	84 27 	286 	84 27 	53 	53 53 
ENST00000600057 	ENST00000420088 	227 	102 	228 	102 	52 	53 
ENST00000307980 ENST00000535644 	ENST00000358239 ENST00000532279 	2001 1505 	844 493 	2001 1505 	844 493 	53 53 	53 53 
ENST00000469606 ENST00000366994 ENST00000366993 ENST00000366992 	ENST00000445080 	3331 3303 3255 3221 	194 	3331 3303 3255 3221 	199 	53 53 53 53 	40 
ENST00000463943 	ENST00000341165 ENST00000542611 ENST00000590996 ENST00000589872 ENST00000422280 ENST00000389312 	376 	580 487 538 509 899 523 	376 	580 487 538 509 899 523 	53 	51 51 51 51 51 51 
ENST00000491277 	ENST00000338051 ENST00000394976 ENST00000222803 	4874 	1732 1899 2210 	4880 	1732 1899 2210 	47 	51 51 51 
