ENST00000574872 	ENST00000519266 ENST00000520221 	681 	194 34 	681 	194 34 	44 	53 53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	189 231 257 133 232 232 	282 282 282 	189 231 257 133 232 232 	282 282 282 	51 51 51 51 51 51 	53 53 53 
ENST00000452596 ENST00000583640 ENST00000451304 ENST00000383620 ENST00000383326 ENST00000499304 ENST00000437287 ENST00000442199 ENST00000449501 ENST00000450024 	ENST00000453518 ENST00000429656 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	423 423 277 289 468 283 283 283 283 277 	126 126 126 126 126 126 	434 434 288 300 479 294 294 294 294 288 	129 129 129 129 129 129 	41 41 41 41 41 41 41 41 41 41 	50 50 50 50 50 50 
ENST00000498161 ENST00000434913 ENST00000517577 ENST00000599364 	ENST00000449131 	211 232 233 211 	4164 	211 232 233 211 	4164 	53 53 53 53 	53 
ENST00000601706 ENST00000594734 ENST00000598562 ENST00000569239 ENST00000558924 	ENST00000476192 ENST00000497426 	202 202 202 1564 448 	6901 6901 	202 202 202 1564 448 	6901 6901 	53 53 53 53 53 	52 52 
ENST00000389400 ENST00000411660 	ENST00000604922 	627 601 	227 	627 601 	227 	53 53 	52 
ENST00000490127 ENST00000376759 ENST00000485213 ENST00000376755 ENST00000491236 ENST00000430348 ENST00000594291 ENST00000598825 ENST00000594550 ENST00000593579 ENST00000600134 ENST00000597027 	ENST00000376775 ENST00000600661 	162 149 137 315 277 135 162 149 137 135 315 277 	330 330 	162 149 137 315 277 135 162 149 137 135 315 277 	330 330 	48 48 48 48 48 48 48 48 48 48 48 48 	52 52 
ENST00000373703 ENST00000461006 ENST00000478502 ENST00000489164 	ENST00000599764 	477 168 185 640 	154 	477 168 185 640 	154 	53 53 53 53 	52 
ENST00000523944 ENST00000262105 ENST00000521151 	ENST00000316407 ENST00000610026 ENST00000417560 	3084 3162 1005 	9297 1890 560 	3084 3162 1005 	9301 1894 564 	53 53 53 	47 47 47 
ENST00000484430 ENST00000398981 ENST00000389400 ENST00000411660 	ENST00000604922 	603 611 629 603 	255 	603 611 629 603 	255 	53 53 53 53 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 517 561 	238 	533 535 409 517 561 	238 	53 53 53 53 53 	49 
ENST00000558194 ENST00000460103 ENST00000482296 ENST00000492749 ENST00000482403 ENST00000398004 ENST00000498349 ENST00000466239 ENST00000511544 ENST00000515124 ENST00000438599 ENST00000483183 ENST00000447706 	ENST00000593800 ENST00000597403 	3687 382 382 383 383 1413 382 382 686 559 755 382 2196 	35 32 	3704 399 399 400 400 1430 399 399 703 576 772 399 2213 	36 33 	34 34 34 34 34 34 34 34 34 34 34 34 34 	42 42 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4172 	239 240 	4173 	52 52 	52 
ENST00000559668 ENST00000559990 ENST00000559654 ENST00000557980 	ENST00000342039 ENST00000338938 ENST00000379430 	523 80 630 591 	1892 1892 1892 	541 98 648 609 	1892 1892 1892 	35 35 35 35 	53 53 53 
ENST00000265343 	ENST00000585090 ENST00000583449 	6750 	325 195 	6750 	325 195 	53 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	191 191 	408 	191 191 	408 	53 53 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	ENST00000604922 	536 538 412 538 546 534 520 	200 	536 538 412 538 546 534 520 	200 	53 53 53 53 53 53 53 	53 
ENST00000225388 	ENST00000494901 	3026 	2342 	3026 	2357 	53 	33 
ENST00000361547 ENST00000374315 ENST00000354177 	ENST00000515834 	3597 3478 3495 	3744 	3597 3478 3495 	3744 	52 52 52 	37 
ENST00000483907 ENST00000483613 ENST00000389400 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 546 518 518 	233 	518 518 546 518 518 	233 	53 53 53 53 53 	53 
ENST00000506525 ENST00000505852 ENST00000515116 	ENST00000506838 	329 133 136 	329 	329 133 136 	338 	43 43 43 	43 
ENST00000520547 	ENST00000570780 ENST00000391950 	472 	1106 1123 	472 	1106 1123 	52 	52 52 
ENST00000565642 	ENST00000304501 ENST00000554660 ENST00000580205 ENST00000379303 ENST00000262039 ENST00000398870 ENST00000443002 ENST00000497623 ENST00000297323 ENST00000474340 	2277 	2158 964 70 1944 7648 7411 1800 71 9817 1670 	2277 	2180 986 92 1966 7670 7433 1822 93 9839 1692 	53 	31 31 31 31 31 31 31 31 31 31 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000357037 	ENST00000380739 	2479 	2318 	2479 	2332 	53 	39 
ENST00000425466 ENST00000493479 ENST00000389400 	ENST00000604922 	533 517 561 	233 	533 517 561 	233 	53 53 53 	53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	244 116 126 96 840 244 116 126 96 840 	227 227 	244 116 126 96 840 244 116 126 96 840 	227 227 	49 49 49 49 49 49 49 49 49 49 	53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000480465 ENST00000395291 	ENST00000515262 	161 351 186 143 83 71 71 71 94 71 94 71 94 71 80 	154 	161 351 186 143 83 71 71 71 94 71 94 71 94 71 80 	154 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000559989 	ENST00000559668 ENST00000559990 ENST00000559654 ENST00000557980 	1621 	540 97 647 608 	1621 	541 98 648 609 	51 	49 49 49 49 
ENST00000309733 ENST00000310613 	ENST00000566753 	8204 4449 	560 	8217 4462 	560 	40 40 	53 
ENST00000434913 	ENST00000449131 	238 	4135 	238 	4135 	53 	53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	189 231 257 133 232 232 	290 290 290 	189 231 257 133 232 232 	290 290 290 	51 51 51 51 51 51 	51 51 51 
ENST00000395957 ENST00000395956 ENST00000353245 ENST00000522542 ENST00000521309 ENST00000522819 ENST00000457309 ENST00000395958 	ENST00000445946 	1192 1076 934 642 647 820 1005 1062 	3385 	1192 1076 934 642 647 820 1005 1062 	3389 	52 52 52 52 52 52 52 52 	31 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	419 	194 194 	419 	53 53 	50 
ENST00000336125 ENST00000550273 	ENST00000579913 	2827 2827 	1549 	2827 2827 	1555 	49 49 	43 
ENST00000517577 	ENST00000449131 	213 	4180 	213 	4180 	53 	53 
ENST00000398295 	ENST00000461526 	449 	448 	449 	448 	52 	53 
ENST00000557697 	ENST00000556125 	21 	234 	21 	234 	53 	51 
ENST00000591806 ENST00000344663 ENST00000311401 	ENST00000219343 ENST00000379152 ENST00000566454 	3472 3506 3584 	5478 4301 5535 	3472 3506 3584 	5478 4301 5535 	53 53 53 	52 52 52 
ENST00000475608 	ENST00000592379 	377 	21 	377 	21 	52 	53 
ENST00000229270 ENST00000396705 ENST00000535434 ENST00000601074 ENST00000595390 ENST00000598287 	ENST00000336798 	1484 1072 1317 1484 1072 1317 	6296 	1484 1072 1317 1484 1072 1317 	6297 	52 52 52 52 52 52 	31 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4187 	76 74 216 	4187 	53 53 53 	52 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	692 700 688 	184 	692 700 688 	184 	52 52 52 	53 
ENST00000425466 ENST00000398259 ENST00000389400 ENST00000411660 	ENST00000604922 	609 607 637 611 	229 	609 607 637 611 	229 	52 52 52 52 	53 
ENST00000295766 ENST00000550767 ENST00000548363 ENST00000550254 	ENST00000549554 	645 193 169 187 	263 	645 193 169 187 	263 	53 53 53 53 	53 
ENST00000555870 	ENST00000606080 	5249 	5128 	5259 	5134 	43 	42 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 ENST00000491289 	78 78 78 101 78 78 101 78 78 87 	153 3683 	78 78 78 101 78 78 101 78 78 87 	153 3683 	51 51 51 51 51 51 51 51 51 51 	38 38 
ENST00000595806 	ENST00000598758 	296 	445 	296 	445 	53 	53 
ENST00000393328 ENST00000504102 ENST00000503676 ENST00000509079 ENST00000505581 ENST00000506399 ENST00000507970 ENST00000514121 ENST00000515508 ENST00000393331 ENST00000347630 	ENST00000449623 	610 612 876 591 514 562 606 702 455 715 592 	389 	610 612 876 591 514 562 606 702 455 715 592 	389 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000443182 ENST00000436569 ENST00000428037 ENST00000442427 ENST00000439612 ENST00000417824 ENST00000436497 ENST00000437054 ENST00000434880 ENST00000433726 ENST00000437735 ENST00000426331 ENST00000462709 ENST00000437731 ENST00000442479 ENST00000425568 ENST00000421354 ENST00000429956 ENST00000422860 ENST00000421106 ENST00000440499 ENST00000425373 ENST00000453763 ENST00000444557 ENST00000416797 ENST00000438112 ENST00000459770 ENST00000447798 ENST00000383446 ENST00000418840 ENST00000432539 ENST00000451534 ENST00000415034 ENST00000431049 ENST00000412992 ENST00000446325 ENST00000414208 ENST00000421991 ENST00000455409 ENST00000424003 ENST00000483008 ENST00000442112 ENST00000422756 ENST00000415170 ENST00000449874 ENST00000432174 ENST00000420075 ENST00000438330 ENST00000456223 ENST00000431345 ENST00000436859 ENST00000446133 ENST00000431989 ENST00000416755 ENST00000483830 ENST00000420098 ENST00000415373 ENST00000451042 ENST00000447656 ENST00000416094 ENST00000428905 ENST00000427244 ENST00000415770 ENST00000441898 ENST00000432814 ENST00000424221 ENST00000454248 ENST00000427281 ENST00000462603 ENST00000419409 ENST00000413922 ENST00000438641 ENST00000442870 ENST00000416852 ENST00000453036 ENST00000453772 ENST00000438546 ENST00000453928 ENST00000456067 ENST00000448278 ENST00000430999 ENST00000435066 ENST00000480345 ENST00000433146 ENST00000375976 ENST00000437771 ENST00000435080 ENST00000434444 ENST00000452994 ENST00000456622 ENST00000428326 ENST00000433828 ENST00000424176 ENST00000441054 ENST00000456286 ENST00000454165 	ENST00000430238 ENST00000425177 ENST00000452949 ENST00000416324 ENST00000419996 ENST00000400157 ENST00000426401 ENST00000439902 ENST00000440956 ENST00000443975 ENST00000425856 ENST00000422771 ENST00000375918 ENST00000375920 	166 181 171 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 148 37 218 91 70 170 181 146 34 94 127 267 125 104 148 37 218 91 70 166 181 146 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 148 37 218 91 70 153 181 145 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 37 218 70 	12 12 12 11 12 11 12 11 12 11 12 11 12 11 	166 181 171 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 148 37 218 91 70 170 181 146 34 94 127 267 125 104 148 37 218 91 70 166 181 146 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 148 37 218 91 70 153 181 145 34 94 127 267 125 104 148 37 218 91 70 162 181 167 34 94 127 267 125 104 37 218 70 	12 12 12 11 12 11 12 11 12 11 12 11 12 11 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000381222 ENST00000381223 	ENST00000465290 ENST00000547852 ENST00000366277 ENST00000491555 ENST00000592960 	2708 2711 	40 341 528 133 219 	2708 2711 	54 355 542 147 233 	53 53 	38 38 38 38 38 
ENST00000478193 ENST00000470481 	ENST00000492502 	118 998 	139 	118 998 	139 	52 52 	52 
ENST00000370132 	ENST00000332397 ENST00000380765 ENST00000437326 	2971 	1536 461 1536 	2987 	1536 461 1536 	37 	52 52 52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	93 91 233 	4197 	93 91 233 	4197 	53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 ENST00000394290 	ENST00000449131 	83 81 223 222 	4213 	83 81 223 222 	4213 	52 52 52 52 	53 
ENST00000505789 	ENST00000321521 ENST00000582452 ENST00000456523 ENST00000489873 ENST00000483793 ENST00000473559 ENST00000462714 ENST00000354232 ENST00000282074 	787 	7735 241 5025 2112 3461 1772 1401 1272 1148 	800 	7735 241 5025 2112 3461 1772 1401 1272 1148 	35 	32 32 32 32 32 32 32 32 32 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	252 244 	53 53 	252 244 	53 53 	53 53 	52 52 
ENST00000441206 	ENST00000570780 ENST00000391950 	381 	1101 1118 	381 	1101 1118 	53 	53 53 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000474167 	ENST00000604922 	546 420 546 554 542 	259 	546 420 546 554 542 	259 	53 53 53 53 53 	51 
ENST00000358278 ENST00000357980 ENST00000558347 ENST00000559397 ENST00000267996 ENST00000404484 ENST00000558544 ENST00000558264 	ENST00000560723 	1187 1247 999 1114 1114 1043 876 2134 	461 	1187 1247 999 1114 1114 1043 876 2134 	471 	53 53 53 53 53 53 53 53 	43 
ENST00000358278 ENST00000357980 ENST00000558347 ENST00000559397 ENST00000267996 ENST00000404484 ENST00000558544 ENST00000558264 	ENST00000560723 	1187 1247 999 1114 1114 1043 876 2134 	461 	1187 1247 999 1114 1114 1043 876 2134 	471 	53 53 53 53 53 53 53 53 	43 
ENST00000453279 ENST00000398379 	ENST00000418663 	744 467 	1437 	744 467 	1437 	52 52 	53 
ENST00000535102 ENST00000596243 	ENST00000391830 ENST00000482622 	158 959 	217 114 	158 959 	217 114 	51 51 	53 53 
ENST00000483793 ENST00000355520 ENST00000354232 	ENST00000392385 ENST00000392857 ENST00000295025 	3902 7550 1713 	1116 5460 8866 	3918 7566 1729 	1116 5460 8866 	35 35 35 	52 52 52 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	ENST00000604922 	533 535 409 535 543 531 517 	199 	533 535 409 535 543 531 517 	199 	53 53 53 53 53 53 53 	52 
ENST00000472479 	ENST00000482555 ENST00000262432 ENST00000480046 	147 	1448 1242 1125 	147 	1470 1264 1147 	49 	31 31 31 
ENST00000546654 	ENST00000564755 	85 	191 	85 	191 	52 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	236 237 	4164 	236 237 	4164 	53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	395 	205 205 	395 	52 52 	51 
ENST00000522663 ENST00000403396 	ENST00000580201 ENST00000558924 	2569 2569 	325 1333 	2569 2569 	325 1333 	49 49 	53 53 
ENST00000456102 ENST00000462163 	ENST00000343811 ENST00000400440 ENST00000421643 ENST00000400441 ENST00000441008 	210 145 	178 190 207 98 56 	210 145 	188 200 217 108 66 	51 51 	43 43 43 43 43 
ENST00000589389 ENST00000588732 ENST00000436648 ENST00000321919 ENST00000381983 	ENST00000379374 	1937 2231 1797 2103 1991 	4054 	1937 2231 1797 2103 1991 	4066 	43 43 43 43 43 	36 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	399 	187 187 	399 	53 53 	53 
ENST00000487534 ENST00000460542 ENST00000470534 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000428199 	69 67 67 65 65 65 65 65 65 65 89 	466 	69 67 67 65 65 65 65 65 65 65 89 	466 	52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000371817 	ENST00000309033 	7921 	2813 	7921 	2833 	53 	32 
ENST00000601938 	ENST00000176763 ENST00000517360 ENST00000482090 ENST00000594671 ENST00000262960 ENST00000597145 	72 	4886 2048 112 3151 3597 4097 	72 	4897 2059 123 3162 3608 4108 	35 	42 42 42 42 42 42 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	51 
ENST00000509724 	ENST00000504416 ENST00000231188 	476 	3453 3618 	476 	3453 3618 	52 	53 53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	231 103 113 83 827 231 103 113 83 827 	230 230 	231 103 113 83 827 231 103 113 83 827 	230 230 	53 53 53 53 53 53 53 53 53 53 	52 52 
ENST00000475608 	ENST00000592379 	380 	60 	380 	60 	52 	53 
ENST00000312675 ENST00000543006 ENST00000479145 ENST00000469718 	ENST00000408926 	13696 13639 146 785 	2921 	13716 13659 166 805 	2921 	33 33 33 33 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	405 	194 194 	405 	53 53 	53 
ENST00000299977 	ENST00000515098 ENST00000513162 	5295 	3062 3820 	5295 	3062 3820 	53 	53 53 
ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	55 43 43 43 66 43 43 43 66 43 43 	144 	55 43 43 43 66 43 43 43 66 43 43 	144 	52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000556861 	ENST00000296658 	141 	1789 	141 	1789 	53 	52 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000379938 	4202 4476 4203 4203 4580 2048 4203 4208 4475 4203 358 4203 4203 4203 4203 	8271 	4202 4476 4203 4203 4580 2048 4203 4208 4475 4203 358 4203 4203 4203 4203 	8278 	49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 	31 
ENST00000469539 	ENST00000287912 	-2 	-10 	0 	0 	49 	41 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	425 376 	1136 1153 	425 376 	1136 1153 	53 53 	53 53 
ENST00000567272 	ENST00000427908 	823 	1274 	823 	1274 	37 	53 
ENST00000476072 ENST00000257665 ENST00000453279 	ENST00000428206 ENST00000575600 ENST00000602348 ENST00000602283 	3899 5525 5664 	1818 1818 1320 1320 	3899 5525 5664 	1821 1821 1323 1323 	53 53 53 	50 50 50 50 
ENST00000340067 	ENST00000377670 ENST00000339613 ENST00000409387 ENST00000379701 	3381 	3789 3845 1834 1234 	3387 	3809 3865 1854 1254 	45 	32 32 32 32 
ENST00000323496 	ENST00000463943 	257 	386 	257 	386 	52 	53 
ENST00000471856 ENST00000579709 	ENST00000429276 	133 133 	411 	133 133 	411 	53 53 	53 
ENST00000498161 ENST00000425761 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 386 354 331 	4164 	331 349 386 354 331 	4164 	53 53 53 53 53 	53 
ENST00000375036 ENST00000449428 ENST00000592148 	ENST00000492999 ENST00000486695 ENST00000467671 	1868 1799 3430 	281 281 281 	1868 1799 3430 	281 281 281 	53 53 53 	53 53 53 
ENST00000543566 ENST00000392435 ENST00000413381 ENST00000426960 ENST00000453766 ENST00000412505 ENST00000536502 ENST00000439686 ENST00000456762 ENST00000357866 	ENST00000542678 	860 729 362 297 627 284 582 272 166 196 	5 	860 729 362 297 627 284 582 272 166 196 	5 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000588673 ENST00000586054 ENST00000589361 ENST00000592727 	ENST00000593238 	629 1222 560 266 	89 	629 1222 560 266 	89 	51 51 51 51 	53 
ENST00000465295 ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 101 78 101 78 78 87 	130 	78 78 101 78 101 78 78 87 	130 	51 51 51 51 51 51 51 51 	53 
ENST00000520547 	ENST00000570780 ENST00000391950 	400 	1123 1140 	400 	1123 1140 	52 	53 53 
ENST00000434913 	ENST00000449131 	244 	4155 	244 	4155 	47 	52 
ENST00000425466 ENST00000398259 ENST00000389400 ENST00000411660 	ENST00000604922 	607 605 635 609 	229 	607 605 635 609 	229 	53 53 53 53 	53 
ENST00000465295 ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 101 78 101 78 78 87 	126 	78 78 101 78 101 78 78 87 	126 	52 52 52 52 52 52 52 52 	53 
ENST00000317568 ENST00000533782 ENST00000355991 ENST00000416776 ENST00000526201 ENST00000531151 	ENST00000604922 	633 427 427 473 446 53 	296 	633 427 427 473 446 53 	296 	50 50 50 50 50 50 	53 
