ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000377957 ENST00000257189 ENST00000371655 ENST00000307792 ENST00000396667 ENST00000305188 ENST00000560440 ENST00000438197 ENST00000399387 	ENST00000504435 ENST00000366932 ENST00000263955 ENST00000331426 ENST00000587309 	3578 3589 1606 6277 11352 3695 2558 1536 726 	69 1707 3299 1759 3699 	3578 3589 1606 6277 11352 3695 2558 1536 726 	69 1707 3299 1759 3699 	52 52 52 52 52 52 52 52 52 	53 53 53 53 53 
ENST00000406787 ENST00000407364 ENST00000303459 ENST00000342303 	ENST00000463943 	1664 1602 1428 1776 	408 	1664 1602 1428 1776 	408 	52 52 52 52 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	330 348 214 212 553 353 385 353 330 	3795 	330 348 214 212 553 353 385 353 330 	3795 	52 52 52 52 52 52 52 52 52 	53 
ENST00000546654 	ENST00000564755 	103 	191 	103 	191 	53 	52 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000389400 	ENST00000604922 	518 526 514 544 	216 	518 526 514 544 	216 	53 53 53 53 	50 
ENST00000429412 ENST00000546113 ENST00000610020 ENST00000604604 	ENST00000309733 ENST00000481729 ENST00000476192 ENST00000489060 ENST00000497426 	2443 2443 8367 788 	7173 496 5234 2217 5234 	2443 2443 8367 788 	7173 496 5234 2217 5234 	52 52 52 52 	53 53 53 53 53 
ENST00000486414 	ENST00000467407 	180 	380 	180 	400 	53 	33 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	450 401 	1109 1126 	450 401 	1109 1126 	50 50 	52 52 
ENST00000430083 	ENST00000558924 	312 	1169 	333 	1169 	32 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	ENST00000604922 	536 538 412 538 546 534 520 	210 	536 538 412 538 546 534 520 	210 	53 53 53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	208 208 	395 	208 208 	395 	52 52 	51 
ENST00000252936 ENST00000482278 ENST00000487796 ENST00000480198 ENST00000543663 	ENST00000361518 	94 811 131 119 94 	370 	94 811 131 119 94 	370 	53 53 53 53 53 	53 
ENST00000435618 ENST00000481283 ENST00000489762 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000419135 ENST00000433153 ENST00000429840 ENST00000491984 ENST00000457903 ENST00000479546 ENST00000445075 ENST00000482006 ENST00000450871 ENST00000471639 ENST00000469883 	ENST00000603274 	139 54 73 123 54 73 67 67 74 86 111 54 50 71 139 54 73 	443 	139 54 73 123 54 73 67 67 74 86 111 54 50 71 139 54 73 	443 	44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	411 	192 192 	411 	52 52 	52 
ENST00000479069 ENST00000372977 ENST00000525752 ENST00000460562 ENST00000275053 	ENST00000571350 ENST00000366847 ENST00000428200 ENST00000377837 ENST00000327381 ENST00000409158 ENST00000234115 ENST00000409612 ENST00000409279 ENST00000403716 ENST00000481822 	365 5001 110 428 6922 	1782 9838 306 1056 10478 2133 2009 2066 2344 2109 1782 	365 5001 110 428 6922 	1800 9856 324 1074 10496 2151 2027 2084 2362 2127 1800 	53 53 53 53 53 	35 35 35 35 35 35 35 35 35 35 35 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 	ENST00000604922 	675 683 671 667 	211 	675 683 671 667 	211 	53 53 53 53 	53 
ENST00000357037 	ENST00000380739 ENST00000397622 	2511 	2317 2375 	2511 	2332 2390 	51 	37 37 
ENST00000532987 	ENST00000503427 	293 	116 	293 	116 	53 	53 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	701 709 697 	185 	701 709 697 	185 	53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	100 98 240 	4197 	100 98 240 	4197 	53 53 53 	53 
ENST00000418147 ENST00000493512 ENST00000436729 ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000437265 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 ENST00000425798 ENST00000469883 	ENST00000603274 	38 687 38 507 422 684 535 38 491 422 684 453 38 686 	29 	38 687 38 507 422 684 535 38 491 422 684 453 38 686 	40 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	42 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000344302 ENST00000360017 	ENST00000551568 ENST00000338356 	2175 1887 	4985 4971 	2175 1887 	4985 4971 	52 52 	53 53 
ENST00000380394 ENST00000380384 ENST00000315377 	ENST00000274140 ENST00000417397 	486 1009 532 	4875 1096 	486 1009 532 	4875 1096 	53 53 53 	34 34 
ENST00000434913 	ENST00000449131 	239 	4151 	239 	4151 	51 	51 
ENST00000602258 	ENST00000370380 ENST00000436120 ENST00000356178 ENST00000522504 	367 	89 2139 2348 11063 	367 	108 2158 2367 11082 	32 	34 34 34 34 
ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000480465 ENST00000395291 	ENST00000515262 	87 75 75 75 98 75 75 98 75 84 	144 	87 75 75 75 98 75 75 98 75 84 	144 	53 53 53 53 53 53 53 53 53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	407 	194 194 	407 	53 53 	53 
ENST00000347359 	ENST00000594963 	272 	56 	276 	56 	46 	53 
ENST00000225724 	ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000558924 	2365 	185 185 185 272 1547 272 218 272 431 	2365 	185 185 185 272 1547 272 218 272 431 	53 	53 53 53 53 53 53 53 53 53 
ENST00000409601 ENST00000483867 	ENST00000451608 	695 917 	4837 	695 917 	4837 	51 51 	53 
ENST00000391857 ENST00000484279 ENST00000479992 ENST00000477613 ENST00000467825 ENST00000468655 ENST00000476300 ENST00000484130 ENST00000487479 ENST00000494676 ENST00000439189 	ENST00000300027 ENST00000310775 ENST00000566895 	415 529 531 449 359 217 22 339 343 275 339 	4153 4315 4243 	415 529 531 449 359 217 22 339 343 275 339 	4157 4319 4247 	53 53 53 53 53 53 53 53 53 53 53 	48 48 48 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	133 323 158 115 55 43 43 43 66 43 43 43 66 43 43 	153 	133 323 158 115 55 43 43 43 66 43 43 43 66 43 43 	153 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000295550 ENST00000409809 ENST00000392004 ENST00000392003 ENST00000347401 ENST00000353578 	ENST00000279873 	2582 1511 1766 1193 1811 1796 	4596 	2582 1511 1766 1193 1811 1796 	4598 	53 53 53 53 53 53 	31 
ENST00000520547 	ENST00000570780 ENST00000391950 	466 	1149 1166 	466 	1149 1166 	53 	53 53 
ENST00000441415 	ENST00000330619 ENST00000391709 	264 	3524 3515 	264 	3537 3528 	53 	34 34 
ENST00000434913 	ENST00000449131 	237 	4137 	237 	4137 	53 	53 
ENST00000434913 	ENST00000449131 	237 	4139 	237 	4139 	53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	106 104 246 	4197 	106 104 246 	4197 	53 53 53 	53 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	711 194 	177 17 	711 194 	177 17 	53 53 	52 52 
ENST00000553781 ENST00000557008 ENST00000556809 ENST00000557702 	ENST00000594872 	638 803 417 209 	141 	638 803 417 209 	141 	53 53 53 53 	53 
ENST00000316292 ENST00000491404 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000495333 ENST00000488500 ENST00000356303 ENST00000455918 	ENST00000341170 ENST00000354801 	1242 7 869 283 495 283 283 449 631 	111 216 	1242 7 869 283 495 283 283 449 631 	111 216 	53 53 53 53 53 53 53 53 53 	53 53 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	253 371 	439 439 	253 371 	439 439 	53 53 	51 51 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	417 	205 205 	417 	52 52 	51 
ENST00000388795 ENST00000261491 ENST00000495934 ENST00000420581 ENST00000460096 ENST00000421852 ENST00000296254 ENST00000462906 	ENST00000525637 	2905 5589 310 3334 490 1283 912 1371 	85 	2905 5589 310 3334 490 1283 912 1371 	102 	45 45 45 45 45 45 45 45 	35 
ENST00000389400 ENST00000411660 	ENST00000604922 	627 601 	227 	627 601 	227 	51 51 	52 
ENST00000484430 ENST00000398981 ENST00000389400 	ENST00000604922 	518 526 544 	255 	518 526 544 	255 	53 53 53 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	293 293 	14 	293 293 	14 	53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	199 199 	404 	199 199 	404 	53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	162 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	162 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	51 
ENST00000484430 ENST00000398981 ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 518 518 518 518 	263 	520 528 518 518 518 518 	263 	53 53 53 53 53 53 	53 
ENST00000425466 ENST00000389400 ENST00000411660 	ENST00000604922 	609 637 611 	238 	609 637 611 	238 	52 52 52 	52 
ENST00000238647 	ENST00000539436 ENST00000317459 ENST00000546089 ENST00000539595 ENST00000536234 ENST00000545812 ENST00000394546 ENST00000541278 	3643 	206 186 27 315 69 125 231 231 	3643 	216 196 37 325 79 135 241 241 	52 	43 43 43 43 43 43 43 43 
ENST00000238647 	ENST00000539436 ENST00000317459 ENST00000546089 ENST00000539595 ENST00000536234 ENST00000545812 ENST00000394546 ENST00000541278 	3643 	206 186 27 315 69 125 231 231 	3643 	216 196 37 325 79 135 241 241 	52 	43 43 43 43 43 43 43 43 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3775 	331 349 215 213 554 354 386 354 331 	3775 	53 53 53 53 53 53 53 53 53 	52 
ENST00000535381 	ENST00000546474 	3421 	7585 	3427 	7603 	40 	33 
ENST00000546654 	ENST00000564755 	105 	191 	105 	191 	53 	52 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	ENST00000449131 	348 371 366 372 373 571 371 371 348 	3801 	350 373 368 374 375 573 373 373 350 	3801 	51 51 51 51 51 51 51 51 51 	52 
ENST00000606570 ENST00000588278 	ENST00000341446 ENST00000397461 ENST00000328914 ENST00000221996 ENST00000581419 ENST00000498702 ENST00000593570 ENST00000479764 ENST00000469733 ENST00000483959 ENST00000451353 ENST00000392690 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000534820 ENST00000510199 ENST00000462646 	812 2718 	3304 97 8070 1742 78 573 83 2328 195 19 294 3155 2074 1419 1404 618 73 132 	812 2718 	3304 97 8070 1742 78 573 83 2328 195 19 294 3155 2074 1419 1404 618 73 132 	53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000484430 ENST00000398981 ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	520 528 518 518 518 518 	292 	520 528 518 518 518 518 	292 	53 53 53 53 53 53 	52 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000454675 ENST00000403842 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	106 106 106 105 106 106 129 106 106 106 106 106 115 	130 	106 106 106 105 106 106 129 106 106 106 106 106 115 	130 	53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000475608 	ENST00000592379 	354 	3 	354 	3 	51 	53 
ENST00000513652 	ENST00000482544 	98 	731 	98 	737 	52 	31 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 	ENST00000515262 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	136 326 161 118 58 46 46 46 69 46 69 46 46 69 46 46 	154 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	172 172 	407 	172 172 	407 	51 51 	52 
ENST00000533256 ENST00000529680 	ENST00000525626 	230 119 	14 	230 119 	14 	53 53 	51 
ENST00000484430 ENST00000398981 ENST00000451219 ENST00000555161 	ENST00000604922 	523 531 520 502 	288 	523 531 520 502 	288 	53 53 53 53 	52 
ENST00000370474 	ENST00000240719 ENST00000376233 	971 	3857 3828 	975 	3857 3828 	48 	39 39 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	330 348 214 212 553 353 385 353 330 	3803 	330 348 214 212 553 353 385 353 330 	3803 	53 53 53 53 53 53 53 53 53 	53 
ENST00000419445 ENST00000296642 	ENST00000371207 ENST00000543964 ENST00000371203 ENST00000539125 	625 389 	6053 5925 6127 6009 	625 389 	6053 5925 6127 6009 	53 53 	53 53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	179 179 	426 	179 179 	426 	52 52 	50 
ENST00000507623 ENST00000380638 	ENST00000463943 	179 179 	426 	179 179 	426 	52 52 	50 
ENST00000371059 ENST00000225724 ENST00000526284 	ENST00000599809 ENST00000595520 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000569239 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000398726 	3001 2594 1158 	12 12 18 18 18 1380 108 12 18 51 	3001 2594 1158 	12 12 18 18 18 1380 108 12 18 51 	40 40 40 	53 53 53 53 53 53 53 53 53 53 
ENST00000596904 ENST00000595905 	ENST00000483288 	91 91 	56 	91 91 	56 	50 50 	53 
ENST00000335351 	ENST00000478139 	1479 	2036 	1479 	2051 	52 	36 
ENST00000369026 ENST00000464132 ENST00000307940 	ENST00000292579 	1205 743 897 	4493 	1205 743 897 	4493 	53 53 53 	53 
ENST00000556611 ENST00000539826 ENST00000345122 ENST00000432921 	ENST00000508794 ENST00000573660 ENST00000510264 ENST00000504546 ENST00000573516 	3133 3115 3193 3193 	729 729 729 729 729 	3133 3115 3193 3193 	729 729 729 729 729 	53 53 53 53 	53 53 53 53 53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000252595 ENST00000594962 	3204 3205 3205 3205 3309 3205 3210 3204 3205 3205 3205 3205 3205 	2491 3240 	3204 3205 3205 3205 3309 3205 3210 3204 3205 3205 3205 3205 3205 	2503 3252 	53 53 53 53 53 53 53 53 53 53 53 53 53 	40 40 
ENST00000389400 	ENST00000604922 	544 	233 	544 	233 	53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4209 	76 74 216 	4209 	53 53 53 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 517 561 	241 	533 535 409 517 561 	241 	53 53 53 53 53 	52 
ENST00000544149 ENST00000537649 ENST00000435321 ENST00000458324 ENST00000420004 ENST00000598412 ENST00000602207 ENST00000601214 ENST00000451308 ENST00000597237 ENST00000600326 ENST00000601495 ENST00000583339 ENST00000585063 	ENST00000437629 	213 549 58 58 110 296 634 593 58 296 634 593 58 110 	181 	213 549 58 58 110 296 634 593 58 296 634 593 58 110 	181 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000337147 ENST00000367075 	ENST00000480897 ENST00000480265 	2489 2524 	1565 1392 	2497 2532 	1565 1392 	44 44 	53 53 
ENST00000322989 ENST00000572008 ENST00000563390 ENST00000569365 ENST00000565420 ENST00000569083 	ENST00000279873 	260 194 243 211 533 170 	4583 	260 194 243 211 533 170 	4598 	53 53 53 53 53 53 	31 
ENST00000485709 	ENST00000545067 	621 	942 	621 	942 	53 	47 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	245 237 	133 133 	245 237 	133 133 	49 49 	53 53 
ENST00000391877 	ENST00000601613 	1094 	879 	1094 	879 	52 	53 
ENST00000586778 ENST00000589919 	ENST00000586622 	538 272 	254 	538 272 	254 	53 53 	53 
ENST00000503787 ENST00000506123 ENST00000296734 ENST00000515370 	ENST00000485067 ENST00000574518 	919 783 606 714 	809 4638 	919 783 606 714 	823 4652 	35 35 35 35 	32 32 
ENST00000609040 ENST00000404158 ENST00000358713 ENST00000418032 ENST00000360315 ENST00000252577 ENST00000429563 ENST00000537887 	ENST00000564440 ENST00000335181 ENST00000567118 ENST00000563986 ENST00000449901 	814 1718 1452 1083 1609 1609 942 814 	1987 1292 1301 119 1301 	814 1718 1452 1083 1609 1609 942 814 	2006 1311 1320 138 1320 	51 51 51 51 51 51 51 51 	34 34 34 34 34 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	267 267 259 267 	75 	267 267 259 267 	75 	53 53 53 53 	53 
ENST00000604612 	ENST00000607773 	98 	425 	98 	425 	53 	52 
ENST00000534393 ENST00000525812 	ENST00000533050 	137 304 	111 	137 304 	111 	53 53 	52 
ENST00000341446 ENST00000541730 ENST00000570983 ENST00000397461 ENST00000458350 ENST00000272462 ENST00000328914 ENST00000583384 ENST00000581419 ENST00000498702 ENST00000593570 ENST00000469733 ENST00000483959 ENST00000593019 ENST00000562435 ENST00000381486 ENST00000396123 ENST00000234142 ENST00000361740 ENST00000396303 ENST00000393736 ENST00000437578 ENST00000578895 ENST00000392690 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000534820 ENST00000510199 ENST00000462646 	ENST00000476618 ENST00000392645 ENST00000526888 ENST00000419197 	3319 2005 1141 112 288 1864 8085 23 93 588 98 210 34 640 6100 7397 4209 7359 2438 2422 38 115 898 3170 2089 1434 1419 633 88 147 	2954 2698 937 2375 	3319 2005 1141 112 288 1864 8085 23 93 588 98 210 34 640 6100 7397 4209 7359 2438 2422 38 115 898 3170 2089 1434 1419 633 88 147 	2962 2706 945 2383 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	45 45 45 45 
ENST00000498161 ENST00000425761 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	330 348 385 353 330 	4164 	330 348 385 353 330 	4164 	52 52 52 52 52 	53 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3782 	331 349 215 213 554 354 386 354 331 	3782 	53 53 53 53 53 53 53 53 53 	53 
ENST00000546654 	ENST00000564755 	82 	191 	82 	191 	53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000357037 	ENST00000380739 ENST00000397622 	2479 	2315 2373 	2479 	2332 2390 	53 	36 36 
ENST00000373790 ENST00000449580 ENST00000423759 	ENST00000242351 ENST00000464606 	6495 6597 6564 	3253 3325 	6495 6597 6564 	3275 3347 	53 53 53 	31 31 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 	ENST00000492999 ENST00000486695 ENST00000467671 	178 220 246 122 221 	284 284 284 	178 220 246 122 221 	284 284 284 	53 53 53 53 53 	52 52 52 
ENST00000372447 ENST00000461349 	ENST00000544604 ENST00000332811 	1058 724 	5698 5388 	1058 724 	5698 5388 	53 53 	53 53 
ENST00000369980 ENST00000369974 ENST00000393682 ENST00000596145 ENST00000606905 ENST00000606709 	ENST00000320954 ENST00000449224 	2940 2599 2715 2940 2599 2715 	1740 1536 	2940 2599 2715 2940 2599 2715 	1759 1555 	51 51 51 51 51 51 	34 34 
ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	61 84 61 84 61 61 61 70 	126 	61 84 61 84 61 61 61 70 	126 	53 53 53 53 53 53 53 53 	53 
ENST00000371059 ENST00000539061 	ENST00000309955 	3001 2621 	3738 	3001 2621 	3739 	40 40 	52 
ENST00000460355 ENST00000431098 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	3476 437 338 	85 85 85 	3476 437 338 	85 85 85 	53 53 53 	52 52 52 
ENST00000538183 	ENST00000489060 ENST00000509046 	9547 	3672 560 	9558 	3692 580 	42 	33 33 
ENST00000498161 ENST00000466086 ENST00000413500 ENST00000394290 ENST00000599364 	ENST00000449131 	331 215 213 386 331 	3768 	331 215 213 386 331 	3768 	53 53 53 53 53 	53 
ENST00000518657 	ENST00000523152 	257 	181 	257 	181 	52 	53 
ENST00000398295 	ENST00000461526 	458 	466 	458 	466 	45 	43 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	276 	518 526 	276 	53 53 	53 
ENST00000578049 	ENST00000538264 ENST00000577843 ENST00000578332 ENST00000583315 	380 	767 767 767 767 	385 	788 788 788 788 	48 	32 32 32 32 
