ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000508814 ENST00000514253 	ENST00000481739 ENST00000356384 ENST00000540193 ENST00000594882 ENST00000593318 ENST00000601328 	317 248 	1145 1503 1725 1145 1503 1725 	317 248 	1145 1503 1725 1145 1503 1725 	53 53 	53 53 53 53 53 53 
ENST00000463943 	ENST00000507623 ENST00000380638 	405 	67 67 	405 	67 67 	53 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3783 	79 77 219 216 	3784 	79 77 219 216 	52 	53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	398 	86 29 	401 	86 29 	50 	51 51 
ENST00000353231 ENST00000534609 ENST00000249344 ENST00000595845 	ENST00000511024 	1664 2943 3718 420 	1397 	1676 2955 3730 432 	1397 	41 41 41 41 	49 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	107 105 247 	3768 	107 105 247 	43 	53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2318 2219 1973 	194 323 	2319 2220 1974 	194 323 	52 52 52 	53 53 
ENST00000592379 	ENST00000582736 ENST00000475608 	46 	49 34 	46 	49 34 	53 	53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 	307 238 	215 	307 238 	215 	53 53 	53 
ENST00000539903 ENST00000485920 	ENST00000481830 ENST00000472464 ENST00000468078 	2615 2610 	36 249 341 	2619 2614 	36 249 341 	44 44 	53 53 53 
ENST00000372037 ENST00000398738 ENST00000543600 ENST00000444614 ENST00000461350 ENST00000411857 	ENST00000252444 	4289 1814 1805 1638 1230 4755 	4003 	4289 1814 1805 1638 1230 4755 	4003 	53 53 53 53 53 53 	53 
ENST00000583052 	ENST00000355568 ENST00000411432 ENST00000544076 	77 	2578 1920 1309 	77 	2578 1920 1309 	52 	52 52 52 
ENST00000427908 	ENST00000567272 ENST00000403549 	1294 	578 426 	1294 	595 443 	53 	36 36 
ENST00000305850 ENST00000299572 	ENST00000228140 ENST00000526895 ENST00000525634 ENST00000525828 ENST00000533969 ENST00000527571 ENST00000534329 	236 182 	88 124 209 231 69 230 137 	236 182 	88 124 209 231 69 230 137 	53 53 	52 52 52 52 52 52 52 
ENST00000514253 	ENST00000510019 	462 	202 	462 	202 	52 	52 
ENST00000264775 ENST00000307259 	ENST00000508716 	1415 1493 	1977 	1415 1493 	1977 	53 53 	52 
ENST00000560626 ENST00000558305 ENST00000564328 ENST00000569159 	ENST00000405995 ENST00000451855 ENST00000357304 ENST00000458550 ENST00000372249 	107 85 63 57 	3035 1091 4946 2809 4021 	107 85 63 57 	3035 1091 4946 2809 4021 	35 35 35 35 	53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	214 165 	1149 1166 	214 165 	52 52 	53 53 
ENST00000359326 ENST00000459772 ENST00000286031 	ENST00000264538 ENST00000478157 	3275 3000 3628 	983 685 	3275 3000 3628 	983 685 	53 53 53 	53 53 
ENST00000534167 ENST00000323662 	ENST00000297477 ENST00000449955 ENST00000319018 ENST00000595460 ENST00000491834 ENST00000488263 ENST00000392176 ENST00000476264 ENST00000422370 ENST00000433351 ENST00000264441 ENST00000508355 ENST00000441969 ENST00000353836 ENST00000442846 ENST00000357375 ENST00000432469 ENST00000409359 ENST00000448962 ENST00000556816 ENST00000590389 ENST00000587589 ENST00000590075 ENST00000604918 ENST00000574850 ENST00000570424 	6460 6257 	4641 2168 4318 1807 825 744 2060 1426 5710 3029 2731 1833 2194 2535 1869 2486 2286 4441 2028 2416 452 343 668 2028 2028 2028 	6460 6257 	4662 2189 4339 1828 846 765 2081 1447 5731 3050 2752 1854 2215 2556 1890 2507 2307 4462 2049 2437 473 364 689 2049 2049 2049 	53 53 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000514253 	ENST00000511844 	494 	132 	494 	132 	53 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	425 425 	1743 	425 425 	1743 	53 53 	53 
ENST00000598018 	ENST00000371610 	2706 	1933 	2716 	1944 	33 	35 
ENST00000547408 ENST00000546845 	ENST00000394023 	568 375 	4188 	568 375 	4188 	53 53 	53 
ENST00000526743 	ENST00000340913 	1071 	875 	1071 	875 	53 	52 
ENST00000471784 ENST00000344774 	ENST00000333628 ENST00000259818 ENST00000473006 ENST00000556922 ENST00000554444 ENST00000315491 ENST00000555609 ENST00000304984 	1609 1014 	1245 1374 1299 2317 1520 1305 1478 3261 	1609 1014 	1245 1374 1299 2317 1520 1305 1478 3261 	53 53 	52 52 52 52 52 52 52 52 
ENST00000526829 ENST00000599646 	ENST00000414645 	167 1640 	5194 	185 1658 	5194 	35 35 	37 
ENST00000307980 ENST00000535644 	ENST00000358239 	2043 1547 	970 	2043 1547 	970 	53 53 	53 
ENST00000361681 	ENST00000379056 ENST00000529421 ENST00000533567 ENST00000490277 ENST00000530705 ENST00000379060 ENST00000379055 ENST00000309246 ENST00000527226 ENST00000442760 	234 	213 93 116 156 445 201 489 161 268 785 	234 	213 93 116 156 445 201 489 161 268 785 	47 	53 53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	159 118 	484 	159 118 	53 	53 53 
ENST00000535024 ENST00000573913 ENST00000572566 	ENST00000544420 ENST00000574127 ENST00000572651 	-2 -2 -2 	36 36 36 	0 0 0 	36 36 36 	51 51 51 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1129 1146 	190 228 	1130 1147 	190 228 	50 50 	53 53 
ENST00000419932 	ENST00000223095 ENST00000445463 	219 	1189 1135 	221 	1189 1135 	51 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2320 2221 1975 	255 	2320 2221 1975 	255 	52 52 52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1104 1121 	264 	1104 1121 	264 	53 53 	53 
ENST00000361681 	ENST00000361567 	445 	1744 	445 	1744 	53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000471193 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	2286 2187 1941 	2468 2469 2469 2469 2573 2469 2474 2468 2469 292 2469 2469 2469 2469 	2286 2187 1941 	2468 2469 2469 2469 2573 2469 2474 2468 2469 292 2469 2469 2469 2469 	53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000519409 	ENST00000523644 	244 	172 	244 	172 	52 	48 
ENST00000361681 	ENST00000522934 ENST00000520517 ENST00000520468 ENST00000518171 ENST00000523016 	448 	32 33 388 23 6 	448 	32 33 388 23 6 	52 	52 52 52 52 52 
ENST00000309733 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	ENST00000429412 ENST00000546113 	7028 5089 5089 3279 5088 789 777 	2331 2331 	7028 5089 5089 3279 5088 789 777 	2331 2331 	53 53 53 53 53 53 53 	52 52 
ENST00000489060 	ENST00000550977 	2160 	1288 	2160 	1288 	47 	37 
ENST00000329627 ENST00000492534 ENST00000484909 ENST00000494927 ENST00000577961 ENST00000584307 ENST00000314574 ENST00000346991 ENST00000461206 ENST00000488630 ENST00000588578 ENST00000445217 ENST00000609923 ENST00000448803 ENST00000358472 ENST00000392869 ENST00000538467 	ENST00000252444 	2873 774 492 145 3155 3240 3202 8413 67 225 2294 1411 2416 3307 2725 7012 110 	3936 	2873 774 492 145 3155 3240 3202 8413 67 225 2294 1411 2416 3307 2725 7012 110 	3936 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	52 
ENST00000432903 	ENST00000435622 ENST00000577198 ENST00000578578 	101 	1078 1676 1331 	101 	1078 1676 1331 	53 	53 53 53 
ENST00000569248 ENST00000563505 	ENST00000568313 	1221 743 	886 	1221 743 	886 	53 53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	223 233 	279 	223 233 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	177 136 	443 	177 136 	53 	53 53 
ENST00000592379 	ENST00000582736 	16 	98 	16 	98 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2317 2218 1972 	171 300 	2317 2218 1972 	171 300 	52 52 52 	53 53 
ENST00000558583 	ENST00000586722 ENST00000458297 ENST00000295025 	6094 	1351 1269 8331 	6096 	1360 1278 8340 	51 	43 43 43 
ENST00000314675 	ENST00000319041 	2084 	620 	2084 	620 	53 	53 
ENST00000526743 	ENST00000373316 ENST00000442431 ENST00000537456 ENST00000597340 ENST00000593375 ENST00000593893 	1864 	906 417 984 906 417 984 	1864 	906 417 984 906 417 984 	53 	51 51 51 51 51 51 
ENST00000514253 	ENST00000510019 ENST00000511844 	468 	111 70 	468 	111 70 	52 	53 53 
ENST00000366582 	ENST00000323938 	8390 	1784 	8391 	1784 	52 	53 
ENST00000592379 	ENST00000582736 	46 	127 	46 	127 	53 	53 
ENST00000314675 	ENST00000319041 	2089 	613 	2089 	613 	53 	51 
ENST00000510891 ENST00000504667 ENST00000339968 	ENST00000559504 	68 1875 54 	1603 	73 1880 59 	1603 	47 47 47 	53 
ENST00000526743 	ENST00000528784 	1451 	828 	1451 	828 	53 	53 
ENST00000502891 ENST00000372037 ENST00000512701 ENST00000399017 ENST00000461102 ENST00000379562 ENST00000564521 ENST00000483051 ENST00000496526 ENST00000383827 ENST00000471841 ENST00000254942 ENST00000566051 ENST00000603068 ENST00000429989 ENST00000589420 ENST00000378268 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000366522 ENST00000392690 ENST00000342063 ENST00000554241 ENST00000527278 ENST00000530275 ENST00000591321 ENST00000366232 ENST00000443948 ENST00000411857 ENST00000551929 ENST00000551385 	ENST00000508504 ENST00000569762 ENST00000475966 ENST00000307792 ENST00000252444 ENST00000560440 ENST00000526185 ENST00000571346 ENST00000606041 	375 4244 5375 369 526 5357 920 922 996 97 4808 1826 407 1808 6566 658 358 937 1771 3508 1070 1805 3027 5030 3054 2306 636 567 4957 28 78 707 4710 76 76 	161 809 192 6219 3987 2500 1466 622 192 	375 4244 5375 369 526 5357 920 922 996 97 4808 1826 407 1808 6566 658 358 937 1771 3508 1070 1805 3027 5030 3054 2306 636 567 4957 28 78 707 4710 76 76 	161 809 192 6219 3987 2500 1466 622 192 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 53 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000489471 ENST00000473428 ENST00000557531 	707 438 913 	639 479 159 	707 438 913 	639 479 159 	53 53 53 	53 53 53 
ENST00000549591 ENST00000252444 ENST00000563815 ENST00000553872 ENST00000378228 ENST00000378217 	ENST00000461837 ENST00000412144 ENST00000383198 ENST00000548408 ENST00000495024 ENST00000383067 ENST00000383066 ENST00000551943 ENST00000434618 ENST00000471841 ENST00000467834 ENST00000374568 ENST00000374572 ENST00000480059 ENST00000437315 ENST00000417059 ENST00000329665 ENST00000602469 ENST00000562435 ENST00000519807 ENST00000264230 	755 4105 1466 0 1351 1443 	1621 2414 2496 1617 1618 2415 2497 2236 2497 4736 1617 2414 2496 1617 2414 2496 2800 36 5599 1445 650 	755 4105 1466 0 1351 1443 	1621 2414 2496 1617 1618 2415 2497 2236 2497 4736 1617 2414 2496 1617 2414 2496 2800 36 5599 1445 650 	52 52 52 52 52 52 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1151 1168 	291 	1151 1168 	291 	53 53 	53 
ENST00000514253 	ENST00000511844 	495 	105 	495 	105 	53 	52 
ENST00000478238 	ENST00000549872 	321 	1276 	321 	1276 	53 	52 
ENST00000601871 	ENST00000484412 ENST00000442730 ENST00000494862 	1447 	559 596 290 	1447 	559 596 290 	52 	53 53 53 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1242 837 1245 	223 	1259 854 1262 	223 	36 36 36 	53 
ENST00000547992 	ENST00000552713 ENST00000549606 ENST00000553237 ENST00000540325 	1615 	460 348 836 836 	1615 	460 348 836 836 	51 	53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	73 16 	381 	73 16 	53 	52 52 
ENST00000309955 	ENST00000333139 ENST00000446232 	3758 	1101 969 	3758 	1112 980 	52 	31 31 
ENST00000508814 ENST00000514253 	ENST00000510019 	307 238 	235 	307 238 	235 	53 53 	53 
ENST00000603274 	ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 	39 	216 131 150 244 200 131 150 162 	43 	216 131 150 244 200 131 150 162 	49 	52 52 52 52 52 52 52 52 
ENST00000423557 ENST00000221132 ENST00000588072 ENST00000317235 ENST00000496196 ENST00000494209 ENST00000237536 ENST00000518676 ENST00000524140 ENST00000552788 ENST00000369291 	ENST00000400573 ENST00000538291 ENST00000497070 ENST00000311620 ENST00000367282 	1223 1587 2888 1825 2147 477 9701 7779 7017 6705 8127 	8808 4279 1390 2602 2167 	1223 1587 2888 1825 2147 477 9701 7779 7017 6705 8127 	8828 4299 1410 2622 2187 	47 47 47 47 47 47 47 47 47 47 47 	33 33 33 33 33 
ENST00000361681 	ENST00000361567 	331 	1704 	331 	1704 	52 	53 
ENST00000472403 ENST00000588805 	ENST00000592333 	630 274 	289 	630 274 	289 	51 51 	53 
ENST00000514247 	ENST00000507479 	2221 	571 	2221 	571 	53 	53 
ENST00000449131 	ENST00000163416 ENST00000355976 	3572 	609 535 	3573 	609 535 	52 	53 53 
ENST00000554411 ENST00000336557 ENST00000258807 	ENST00000396802 	1460 2358 2243 	1791 	1460 2358 2243 	1791 	50 50 50 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1151 1168 	207 158 	1151 1168 	207 158 	53 53 	51 51 
ENST00000373464 ENST00000373457 ENST00000449886 ENST00000550748 ENST00000607772 ENST00000472525 ENST00000561857 ENST00000360121 ENST00000484363 ENST00000499527 ENST00000491452 ENST00000371655 ENST00000492689 ENST00000592502 ENST00000355632 ENST00000565245 ENST00000600468 ENST00000372146 ENST00000483423 ENST00000295628 ENST00000504447 ENST00000432329 ENST00000353267 ENST00000373826 ENST00000480241 ENST00000487302 ENST00000467972 ENST00000470703 ENST00000533453 ENST00000585058 ENST00000567125 ENST00000435423 ENST00000567056 ENST00000284384 ENST00000378279 ENST00000376592 ENST00000376583 ENST00000341761 ENST00000374193 ENST00000450849 ENST00000600960 ENST00000222803 ENST00000597928 ENST00000464396 ENST00000292823 ENST00000409690 ENST00000399942 ENST00000393978 	ENST00000549937 ENST00000551864 ENST00000582436 ENST00000366847 ENST00000244051 ENST00000257572 ENST00000414501 ENST00000263636 ENST00000481238 ENST00000477639 ENST00000398595 ENST00000361875 ENST00000572428 ENST00000573360 ENST00000299866 ENST00000572102 ENST00000508716 ENST00000597717 ENST00000254657 ENST00000254658 ENST00000330123 ENST00000597013 ENST00000567044 ENST00000565760 ENST00000442160 ENST00000591154 ENST00000538630 ENST00000482639 	4689 5526 4575 1730 15466 350 1878 6683 583 1655 583 4922 2469 1871 1635 2173 2259 4227 583 6056 1580 2896 2834 912 583 583 1449 583 2065 5005 1864 1716 1067 2042 2075 6860 6854 3281 3297 2828 2425 2110 1072 583 3111 1260 1015 148 	363 480 2418 6634 1999 3942 281 5789 768 970 445 7437 1388 1809 1492 1124 1427 63 5439 5289 266 424 334 291 1699 406 318 133 	4689 5526 4575 1730 15466 350 1878 6683 583 1655 583 4922 2469 1871 1635 2173 2259 4227 583 6056 1580 2896 2834 912 583 583 1449 583 2065 5005 1864 1716 1067 2042 2075 6860 6854 3281 3297 2828 2425 2110 1072 583 3111 1260 1015 148 	372 489 2427 6643 2008 3951 290 5798 777 979 454 7446 1397 1818 1501 1133 1436 72 5448 5298 275 433 343 300 1708 415 327 142 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 	44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 
ENST00000514253 	ENST00000510019 ENST00000511844 	476 	121 80 	476 	121 80 	53 	53 53 
ENST00000458008 ENST00000427587 ENST00000585436 ENST00000467239 ENST00000486431 ENST00000485843 ENST00000313946 	ENST00000506370 ENST00000515248 ENST00000533887 ENST00000532875 ENST00000514230 ENST00000538518 ENST00000482043 	1697 1819 1495 1342 1124 1430 2090 	638 584 589 260 260 60 600 	1697 1819 1495 1342 1124 1430 2090 	638 584 589 260 260 60 600 	53 53 53 53 53 53 53 	53 53 53 53 53 53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 	4169 	113 111 	4169 	113 111 	53 	53 53 
ENST00000400000 ENST00000340541 ENST00000584796 ENST00000583879 ENST00000583475 ENST00000577539 	ENST00000352732 ENST00000355100 	804 879 521 503 472 2933 	7530 7483 	804 879 521 503 472 2933 	7530 7483 	31 31 31 31 31 31 	53 53 
ENST00000497421 	ENST00000304788 	1847 	1954 	1857 	1954 	33 	52 
ENST00000592379 	ENST00000582736 	41 	106 	41 	106 	53 	53 
ENST00000604604 	ENST00000473559 	1155 	2029 	1166 	2039 	38 	43 
ENST00000514253 	ENST00000510019 	443 	191 	443 	191 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	90 49 	482 	90 49 	53 	46 46 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	103 101 243 	3760 	103 101 243 	52 	52 52 52 
ENST00000607552 	ENST00000492728 ENST00000580988 	1111 	435 435 	1111 	435 435 	43 	52 52 
ENST00000607552 	ENST00000492728 ENST00000580988 	1111 	435 435 	1111 	435 435 	43 	38 38 
ENST00000344629 	ENST00000397277 	1590 	1268 	1590 	1268 	51 	53 
ENST00000528372 	ENST00000228136 ENST00000524508 	2717 	1982 132 	2717 	1982 132 	32 	53 53 
ENST00000261783 	ENST00000553619 	1673 	516 	1673 	516 	50 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1152 1169 	275 	1152 1169 	275 	53 53 	53 
ENST00000397064 ENST00000406711 ENST00000392061 ENST00000397226 	ENST00000489306 	218 380 198 608 	407 	218 380 198 608 	407 	52 52 52 52 	53 
ENST00000525130 ENST00000529634 ENST00000528094 ENST00000533418 ENST00000525370 ENST00000313777 ENST00000377092 	ENST00000597774 	1393 550 1355 1400 1362 1558 1538 	2132 	1393 550 1355 1400 1362 1558 1538 	2137 	51 51 51 51 51 51 51 	48 
ENST00000316436 ENST00000575357 	ENST00000464258 ENST00000573661 	1436 1436 	832 832 	1436 1436 	832 832 	53 53 	53 53 
ENST00000576370 ENST00000574821 ENST00000299335 	ENST00000572158 ENST00000574318 	2251 116 2383 	1303 261 	2251 116 2383 	1303 261 	53 53 53 	53 53 
ENST00000395863 ENST00000458470 ENST00000287152 ENST00000546104 ENST00000347667 ENST00000343882 ENST00000406360 ENST00000216024 ENST00000500728 ENST00000492915 ENST00000497897 ENST00000437775 ENST00000357419 ENST00000222800 ENST00000458339 ENST00000573012 ENST00000575418 ENST00000571672 ENST00000577109 ENST00000573265 	ENST00000601138 	2863 7075 7546 298 5719 6096 6135 2117 6048 814 1275 1160 1176 1196 799 1275 1160 1176 1196 799 	464 	2863 7075 7546 298 5719 6096 6135 2117 6048 814 1275 1160 1176 1196 799 1275 1160 1176 1196 799 	464 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 	53 
ENST00000455667 ENST00000603815 ENST00000447282 ENST00000437231 	ENST00000547488 ENST00000551511 ENST00000547035 	2592 3019 2929 2878 	2741 654 2879 	2592 3019 2929 2878 	2741 654 2879 	53 53 53 53 	52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3471 	817 350 373 368 374 375 573 373 373 350 	3471 	817 350 373 368 374 375 573 373 373 350 	50 	51 51 51 51 51 51 51 51 51 51 
ENST00000592379 	ENST00000582736 ENST00000475608 	41 	51 36 	41 	51 36 	53 	52 52 
ENST00000312575 ENST00000423666 ENST00000472837 ENST00000418185 	ENST00000373731 	3091 3031 2604 1789 	4937 	3107 3047 2620 1805 	4937 	37 37 37 37 	53 
ENST00000368911 ENST00000323817 ENST00000357613 ENST00000568559 ENST00000344733 ENST00000336727 	ENST00000452918 ENST00000600239 ENST00000601879 ENST00000398000 ENST00000477281 ENST00000575156 ENST00000401453 	4529 4350 3648 3228 365 365 	4566 5434 5415 2999 2222 1741 2514 	4529 4350 3648 3228 365 365 	4566 5434 5415 2999 2222 1741 2514 	34 34 34 34 34 34 	53 53 53 53 53 53 53 
ENST00000361681 	ENST00000287667 ENST00000566823 ENST00000399336 ENST00000573635 ENST00000330537 	362 	4111 1658 4112 1658 4111 	362 	4111 1658 4112 1658 4111 	53 	53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	459 	170 129 	459 	170 129 	53 	53 53 
ENST00000518786 ENST00000521286 	ENST00000367069 	716 693 	5414 	716 693 	5414 	35 35 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	184 143 	482 	193 152 	53 	34 34 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	98 96 238 	3744 	98 96 238 	53 	53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	228 238 	279 	228 238 	53 	52 52 
ENST00000449131 	ENST00000492727 ENST00000450676 	4142 	87 89 	4142 	87 89 	53 	53 53 
ENST00000601871 	ENST00000484412 	1473 	606 	1473 	606 	53 	53 
ENST00000449131 	ENST00000517577 	3743 	227 	3743 	227 	52 	53 
ENST00000328070 	ENST00000582462 ENST00000577985 	5271 	488 488 	5276 	488 488 	31 	42 42 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000450676 ENST00000599364 	3379 	815 348 371 366 372 373 371 371 348 	3379 	815 348 371 366 372 373 371 371 348 	53 	53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	392 	1731 	392 	1740 	53 	44 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	249 200 	1116 1133 	249 200 	53 53 	52 52 
ENST00000607016 	ENST00000425464 ENST00000423143 ENST00000438750 ENST00000451546 ENST00000375784 ENST00000375779 ENST00000375780 ENST00000395892 ENST00000457485 ENST00000423804 ENST00000447369 ENST00000447338 ENST00000400052 ENST00000383404 ENST00000383405 ENST00000400058 ENST00000456863 ENST00000434202 ENST00000420458 ENST00000433916 ENST00000422167 ENST00000438708 ENST00000431921 ENST00000415179 ENST00000418285 ENST00000423055 ENST00000442045 ENST00000435242 	2767 	365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 	2775 	365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 365 238 671 308 	31 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
