ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	391 	662 671 675 557 	391 	662 671 675 557 	53 	52 52 52 52 
ENST00000520509 	ENST00000523998 	2920 	327 	2941 	327 	32 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	460 	148 107 	460 	148 107 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	177 136 	482 	177 136 	53 	53 53 
ENST00000361381 	ENST00000578921 	467 	2130 	473 	2130 	47 	53 
ENST00000538789 	ENST00000472643 ENST00000526894 ENST00000531361 	1260 	746 639 577 	1260 	746 639 577 	53 	52 52 52 
ENST00000526284 	ENST00000358230 ENST00000544076 	929 	2811 1358 	929 	2811 1358 	53 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	283 	201 211 256 	283 	201 211 256 	53 	52 52 52 
ENST00000361681 ENST00000506002 	ENST00000361567 	410 410 	1729 	410 410 	1729 	51 51 	52 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4161 	45 66 45 	4161 	45 66 45 	44 	52 52 52 
ENST00000449131 	ENST00000492727 	4179 	69 	4179 	69 	53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	103 101 243 	3760 	103 101 243 	52 	52 52 52 
ENST00000521703 ENST00000517820 ENST00000520733 ENST00000524128 	ENST00000414579 	507 293 250 501 	1503 	507 293 250 501 	1503 	53 53 53 53 	51 
ENST00000592379 	ENST00000475608 	75 	6 	75 	6 	53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	283 	3072 2973 2727 	283 	52 52 52 	52 
ENST00000592379 	ENST00000582736 	41 	83 	41 	83 	53 	53 
ENST00000559095 ENST00000425415 	ENST00000361547 ENST00000374315 ENST00000354177 	367 2312 	3351 3232 3249 	367 2312 	3351 3232 3249 	34 34 	52 52 52 
ENST00000514253 	ENST00000511844 	510 	129 	510 	129 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2989 2890 2644 	217 	2989 2890 2644 	217 	53 53 53 	53 
ENST00000604197 	ENST00000549855 	95 	100 	95 	100 	53 	40 
ENST00000412368 ENST00000567120 ENST00000565302 ENST00000568689 ENST00000609261 ENST00000568313 ENST00000293882 ENST00000454700 	ENST00000566181 	1266 1433 1230 1254 1161 586 1356 1266 	455 	1273 1440 1237 1261 1168 593 1363 1273 	455 	46 46 46 46 46 46 46 46 	53 
ENST00000514253 	ENST00000511844 	491 	77 	491 	77 	53 	53 
ENST00000380034 ENST00000380027 ENST00000433961 ENST00000396847 ENST00000438025 ENST00000396855 ENST00000305836 	ENST00000330574 	2579 1884 2354 2818 629 1255 2625 	1817 	2597 1902 2372 2836 647 1273 2643 	1817 	32 32 32 32 32 32 32 	52 
ENST00000598975 	ENST00000434318 ENST00000488363 ENST00000480185 	426 	1051 321 287 	426 	1051 321 287 	53 	53 53 53 
ENST00000252102 	ENST00000515265 	710 	1125 	710 	1125 	53 	53 
ENST00000472795 	ENST00000310392 	84 	56 	84 	56 	53 	53 
ENST00000412368 ENST00000567120 ENST00000565302 ENST00000568689 ENST00000609261 ENST00000293882 ENST00000454700 	ENST00000565677 ENST00000219548 ENST00000567173 ENST00000564370 ENST00000566408 ENST00000564316 	1821 1988 1785 1809 1716 1911 1821 	878 737 532 443 204 86 	1821 1988 1785 1809 1716 1911 1821 	878 737 532 443 204 86 	53 53 53 53 53 53 53 	53 53 53 53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1947 2079 2526 	277 	1947 2079 2526 	277 	52 52 52 	53 
ENST00000295851 	ENST00000260810 ENST00000505804 	8944 	3864 340 	8944 	3864 340 	53 	52 52 
ENST00000465065 ENST00000336824 ENST00000012049 ENST00000366382 ENST00000275053 ENST00000512907 ENST00000243326 ENST00000604107 	ENST00000554677 ENST00000423772 ENST00000469840 ENST00000481276 ENST00000573373 ENST00000486834 ENST00000607597 ENST00000427638 ENST00000411678 	2607 7263 1753 1257 6805 620 10347 603 	572 364 270 1980 571 1202 42 333 2198 	2607 7263 1753 1257 6805 620 10347 603 	572 364 270 1980 571 1202 42 333 2198 	53 53 53 53 53 53 53 53 	52 52 52 52 52 52 52 52 52 
ENST00000335185 	ENST00000525782 ENST00000524711 ENST00000525054 	3728 	1431 1548 371 	3728 	1431 1548 371 	53 	53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	101 99 241 	3744 	101 99 241 	53 	53 53 53 
ENST00000580201 ENST00000558924 	ENST00000225724 ENST00000581050 ENST00000525437 	340 1348 	1341 638 1655 	353 1361 	1341 638 1655 	38 38 	53 53 53 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4142 	55 74 76 55 	4147 	55 74 76 55 	48 	53 53 53 53 
ENST00000423807 ENST00000419060 	ENST00000467358 	1254 2393 	173 	1256 2395 	173 	36 36 	38 
ENST00000306888 	ENST00000511055 	3603 	549 	3603 	549 	53 	52 
ENST00000549524 	ENST00000548655 ENST00000549999 	3302 	829 3289 	3302 	829 3289 	53 	51 51 
ENST00000592379 	ENST00000582736 	35 	100 	35 	100 	53 	53 
ENST00000526743 	ENST00000534706 	1660 	670 	1660 	670 	53 	53 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1248 843 1251 	241 	1248 843 1251 	241 	53 53 53 	34 
ENST00000439374 ENST00000540998 ENST00000357235 	ENST00000559004 ENST00000352105 ENST00000561243 ENST00000439576 	3218 2903 2767 	6436 6436 6378 6752 	3218 2903 2767 	6436 6436 6378 6752 	51 51 51 	48 48 48 48 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3773 	97 95 236 237 	3773 	97 95 236 237 	53 	53 53 53 53 
ENST00000514253 	ENST00000511844 	492 	102 	492 	102 	53 	53 
ENST00000514253 	ENST00000511844 	492 	102 	492 	103 	53 	52 
ENST00000514253 	ENST00000511844 	509 	104 	509 	104 	53 	53 
ENST00000379687 ENST00000451208 	ENST00000371327 	6150 1148 	1714 	6167 1165 	1719 	35 35 	32 
ENST00000479870 ENST00000355951 ENST00000392900 ENST00000414990 ENST00000440891 	ENST00000346618 ENST00000535432 	2634 2539 1867 1804 1153 	2659 2212 	2634 2539 1867 1804 1153 	2659 2212 	52 52 52 52 52 	53 53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1117 1134 	99 137 	1117 1134 	99 137 	53 53 	53 53 
ENST00000484647 	ENST00000571239 ENST00000601023 	595 	374 392 	595 	374 392 	44 	39 39 
ENST00000408926 	ENST00000557060 ENST00000604604 ENST00000392857 ENST00000600751 	2880 	2814 1331 5551 2653 	2881 	2814 1331 5551 2653 	39 	53 53 53 53 
ENST00000478631 ENST00000371513 	ENST00000574696 ENST00000571329 ENST00000531421 ENST00000526717 	1235 1062 	290 628 290 628 	1235 1062 	290 628 290 628 	53 53 	47 47 47 47 
ENST00000314675 	ENST00000319041 	2088 	555 	2088 	555 	53 	53 
ENST00000370380 ENST00000313598 	ENST00000353047 ENST00000434271 	281 1901 	3107 3091 	281 1901 	3107 3091 	36 36 	53 53 
ENST00000373484 	ENST00000463378 ENST00000460669 	3352 	738 602 	3353 	738 602 	51 	51 51 
ENST00000427908 	ENST00000510797 ENST00000503216 ENST00000510701 ENST00000436998 ENST00000425312 	1288 	611 552 324 387 387 	1288 	611 552 324 387 387 	53 	53 53 53 53 53 
ENST00000327661 	ENST00000394413 ENST00000530902 ENST00000508545 ENST00000394414 ENST00000394411 ENST00000336640 ENST00000504198 ENST00000512639 ENST00000522831 ENST00000394409 ENST00000356826 ENST00000453001 ENST00000394410 	27 	1098 845 794 1014 826 767 770 1122 432 701 1124 845 769 	27 	1098 845 794 1014 826 767 770 1122 432 701 1124 845 769 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	226 51 	443 	226 51 	53 	53 53 
ENST00000427908 	ENST00000431591 ENST00000397651 	1224 	503 695 	1224 	503 695 	53 	52 52 
ENST00000450479 	ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 	131 	502 470 166 163 161 161 183 159 159 159 159 159 159 183 	131 	502 470 166 163 161 161 183 159 159 159 159 159 159 183 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000592379 	ENST00000582736 	12 	127 	12 	127 	53 	53 
ENST00000321826 	ENST00000590158 ENST00000589454 	1621 	792 754 	1621 	792 754 	50 	52 52 
ENST00000570780 ENST00000391950 	ENST00000441206 	1091 1108 	263 	1091 1108 	263 	50 50 	53 
ENST00000569248 ENST00000563505 	ENST00000568313 	1250 772 	893 	1250 772 	893 	51 51 	53 
ENST00000514253 	ENST00000511844 	512 	100 	512 	100 	42 	53 
ENST00000526743 	ENST00000534706 	1668 	692 	1668 	692 	52 	53 
ENST00000560316 	ENST00000480945 	49 	8701 	66 	8701 	34 	41 
ENST00000309733 ENST00000489060 ENST00000392857 	ENST00000610020 	8069 3113 5035 	7286 	8089 3133 5055 	7290 	33 33 33 	33 
ENST00000449131 	ENST00000492727 ENST00000450676 	4149 	77 79 	4149 	77 79 	52 	53 53 
ENST00000531805 ENST00000554757 ENST00000570734 ENST00000481865 ENST00000483846 	ENST00000490736 ENST00000529463 	86 51 2156 2514 2203 	156 159 	86 51 2156 2514 2203 	173 176 	53 53 53 53 53 	36 36 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	76 35 	484 	76 35 	53 	50 50 
ENST00000514253 	ENST00000511844 	495 	134 	499 	134 	49 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3493 	809 342 365 360 226 224 366 565 365 397 365 342 	3493 	809 342 365 360 226 224 366 565 365 397 365 342 	53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000382435 	ENST00000467136 	9 	5936 	9 	5947 	32 	32 
ENST00000580396 	ENST00000478701 	320 	1397 	325 	1397 	32 	33 
ENST00000293288 	ENST00000241463 	872 	1308 	889 	1308 	33 	51 
ENST00000274938 ENST00000394681 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000461974 ENST00000485567 ENST00000359671 ENST00000346544 	2347 2401 	6231 6850 6577 6040 7047 7721 6502 6312 6312 6400 2555 444 494 6670 6310 	2347 2401 	6231 6850 6577 6040 7047 7721 6502 6312 6312 6400 2555 444 494 6670 6310 	51 51 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000598975 	ENST00000434318 ENST00000488363 ENST00000480185 	428 	1054 324 290 	429 	1054 324 290 	52 	50 50 50 
ENST00000335185 	ENST00000526267 ENST00000525054 	3656 	475 516 	3656 	475 516 	52 	53 53 
ENST00000356448 ENST00000483068 	ENST00000468404 ENST00000470316 	3967 1819 	1446 1507 	3970 1822 	1446 1507 	31 31 	53 53 
ENST00000592379 	ENST00000582736 	38 	105 	38 	105 	53 	53 
ENST00000412368 ENST00000567120 ENST00000565302 ENST00000568689 ENST00000609261 ENST00000568313 ENST00000293882 ENST00000454700 	ENST00000567173 ENST00000563505 ENST00000566181 	1487 1654 1451 1475 1382 807 1577 1487 	469 520 193 	1487 1654 1451 1475 1382 807 1577 1487 	469 520 193 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000333083 	ENST00000446547 ENST00000473608 	1309 	1275 811 	1309 	1275 811 	52 	53 53 
ENST00000321694 	ENST00000321442 	277 	3708 	287 	3708 	33 	38 
ENST00000274008 ENST00000492668 ENST00000463390 ENST00000379264 ENST00000379272 ENST00000357096 ENST00000436564 	ENST00000577961 ENST00000584307 ENST00000314574 ENST00000496116 	5630 665 1091 4625 4630 4216 276 	3122 3207 3169 592 	5630 665 1091 4625 4630 4216 276 	3122 3207 3169 592 	53 53 53 53 53 53 53 	51 51 51 51 
ENST00000604604 	ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	1379 	6552 4025 6357 338 5121 15399 1368 1244 6800 1049 1049 	1381 	6552 4025 6357 338 5121 15399 1368 1244 6800 1049 1049 	50 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000562438 ENST00000336278 ENST00000543590 ENST00000265026 	ENST00000336418 	5509 5509 887 8052 	3773 	5516 5516 894 8059 	3773 	31 31 31 31 	49 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2286 2187 1941 	217 	2286 2187 1941 	217 	53 53 53 	53 
ENST00000539903 ENST00000485920 	ENST00000468078 	2648 2643 	309 	2648 2643 	309 	53 53 	51 
ENST00000178638 ENST00000317025 ENST00000565693 ENST00000310226 ENST00000510711 ENST00000608382 ENST00000371655 ENST00000530934 ENST00000495893 ENST00000397278 ENST00000319136 ENST00000422706 ENST00000426053 ENST00000299167 ENST00000455779 ENST00000478286 ENST00000377205 ENST00000595635 ENST00000391781 ENST00000554644 ENST00000435893 ENST00000488687 ENST00000368135 ENST00000415616 ENST00000451482 ENST00000520729 	ENST00000259467 	3055 7396 178 2018 1393 5098 5058 369 8203 2268 2354 2246 2153 4260 4399 955 1909 4331 3913 1935 4599 540 1602 685 994 758 	2616 	3055 7396 178 2018 1393 5098 5058 369 8203 2268 2354 2246 2153 4260 4399 955 1909 4331 3913 1935 4599 540 1602 685 994 758 	2616 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	53 
ENST00000428880 ENST00000430322 	ENST00000449707 	260 219 	101 	260 219 	101 	52 52 	53 
ENST00000600057 	ENST00000420088 	293 	133 	293 	133 	53 	53 
ENST00000547992 	ENST00000547281 ENST00000550419 	2425 	694 802 	2425 	694 802 	52 	51 51 
ENST00000474080 	ENST00000354618 	1824 	4113 	1824 	4113 	34 	50 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	170 129 	484 	170 129 	53 	53 53 
ENST00000560723 	ENST00000559556 	409 	906 	409 	906 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4152 	76 78 	4152 	76 78 	49 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	393 	77 20 	393 	77 20 	53 	52 52 
ENST00000592379 	ENST00000582736 	46 	122 	46 	122 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	372 	81 24 	372 	81 24 	53 	52 52 
ENST00000406310 ENST00000000442 ENST00000405666 	ENST00000537918 ENST00000308774 ENST00000539854 	2166 2163 2226 	354 357 456 	2170 2167 2230 	354 357 456 	48 48 48 	52 52 52 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000511844 	278 209 	58 68 113 72 	278 209 	58 68 113 72 	53 53 	53 53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1949 2081 2528 	269 	1949 2081 2528 	269 	52 52 52 	53 
ENST00000399017 ENST00000550522 ENST00000599628 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000342063 ENST00000504241 	ENST00000427358 ENST00000369936 	378 5 1048 1079 1814 3036 2315 1989 	874 2879 	378 5 1048 1079 1814 3036 2315 1989 	874 2879 	53 53 53 53 53 53 53 53 	53 53 
ENST00000458008 ENST00000427587 ENST00000585436 ENST00000467239 ENST00000486431 ENST00000485843 ENST00000313946 	ENST00000529482 ENST00000533775 ENST00000450217 ENST00000507643 ENST00000506370 ENST00000425059 ENST00000515248 ENST00000533887 ENST00000532875 ENST00000482834 ENST00000514230 ENST00000538518 ENST00000437882 ENST00000482043 	1696 1818 1494 1341 1123 1429 2089 	1987 877 527 590 623 744 569 574 245 605 245 45 242 585 	1696 1818 1494 1341 1123 1429 2089 	2004 894 544 607 640 761 586 591 262 622 262 62 259 602 	53 53 53 53 53 53 53 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 
ENST00000592379 	ENST00000582736 	41 	108 	41 	119 	53 	42 
ENST00000554659 	ENST00000557319 	1443 	503 	1444 	503 	51 	53 
ENST00000315491 ENST00000556536 ENST00000554927 ENST00000557490 ENST00000555576 ENST00000554336 ENST00000555609 ENST00000553967 	ENST00000358598 ENST00000589228 ENST00000392710 ENST00000536854 ENST00000586397 ENST00000588188 ENST00000592800 ENST00000586541 ENST00000585907 ENST00000392711 	136 73 70 70 70 61 56 49 	1034 1045 1012 1155 1496 917 327 329 465 1101 	136 73 70 70 70 61 56 49 	1034 1045 1012 1155 1496 917 327 329 465 1101 	52 52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 53 53 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000337630 ENST00000604604 ENST00000295025 ENST00000602666 	ENST00000295269 	2944 3488 2425 7019 1016 2024 1461 9087 2636 	3937 	2944 3488 2425 7019 1016 2024 1461 9087 2636 	3937 	52 52 52 52 52 52 52 52 52 	53 
ENST00000538183 	ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000604604 ENST00000295025 ENST00000469718 ENST00000602666 	6722 	2918 3462 2399 6993 990 1435 9061 592 2610 	6737 	2935 3479 2416 7010 1007 1640 9078 609 2627 	38 	36 36 36 36 36 36 36 36 36 
ENST00000582585 	ENST00000274276 	478 	4760 	478 	4760 	53 	52 
ENST00000427908 	ENST00000567272 ENST00000403549 	1175 	578 426 	1175 	595 443 	53 	36 36 
ENST00000538183 	ENST00000522802 	9773 	435 	9773 	455 	38 	33 
ENST00000483793 ENST00000355520 ENST00000558583 	ENST00000392857 	3913 7561 5869 	4498 	3913 7561 5869 	4502 	39 39 39 	49 
ENST00000449131 	ENST00000517577 	3743 	243 	3743 	243 	52 	52 
ENST00000449131 	ENST00000474657 ENST00000400137 ENST00000381724 ENST00000460490 	3743 	492 741 697 419 	3743 	492 741 697 419 	52 	42 42 42 42 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2284 2185 1939 	246 	2284 2185 1939 	246 	53 53 53 	51 
ENST00000514253 	ENST00000510019 	484 	198 	484 	198 	53 	52 
ENST00000335185 	ENST00000525782 ENST00000524711 ENST00000525054 	3720 	1461 1578 401 	3720 	1461 1578 401 	51 	53 53 53 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000424633 ENST00000454660 ENST00000432393 ENST00000599500 	75 75 75 	243 243 243 243 	75 75 75 	243 243 243 243 	52 52 52 	52 52 52 52 
ENST00000504261 	ENST00000486940 	318 	359 	318 	359 	52 	52 
ENST00000514253 	ENST00000510019 	483 	214 	483 	214 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	305 256 	1154 1171 	305 256 	52 52 	51 51 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	278 	1116 1133 	278 	53 53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	485 	164 123 	485 	164 123 	52 	52 52 
ENST00000225724 	ENST00000599809 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	2302 	43 49 136 1411 2122 139 136 43 43 82 136 43 43 43 43 43 	2302 	43 49 136 1411 2122 139 136 43 43 82 136 43 43 43 43 43 	53 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000577583 ENST00000378847 ENST00000320129 	ENST00000453616 	4426 5637 2255 	502 	4426 5637 2255 	502 	53 53 53 	35 
ENST00000432903 	ENST00000435214 ENST00000415349 	104 	1093 1110 	105 	1093 1110 	52 	51 51 
ENST00000549233 	ENST00000556464 ENST00000554619 ENST00000556276 ENST00000556146 	95 	486 1326 440 698 	95 	486 1326 440 698 	51 	52 52 52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	79 22 	376 	79 22 	53 	51 51 
ENST00000326831 ENST00000436063 	ENST00000392385 ENST00000551944 ENST00000409562 ENST00000604604 ENST00000261200 ENST00000295025 ENST00000600751 	2565 3644 	1091 3243 2862 1215 7394 8841 2537 	2576 3655 	1096 3248 2867 1220 7399 8846 2542 	42 42 	42 42 42 42 42 42 42 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2980 2881 2635 	217 	2980 2881 2635 	217 	53 53 53 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	357 	618 627 631 513 	359 	618 627 631 513 	50 	53 53 53 53 
ENST00000564357 	ENST00000304516 ENST00000569957 ENST00000562441 	1117 	1355 4278 1233 	1117 	1355 4278 1233 	53 	53 53 53 
ENST00000449131 	ENST00000517577 	3743 	238 	3743 	238 	52 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	477 	171 130 	477 	171 130 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3491 	829 362 385 380 386 387 585 385 417 385 362 	3491 	829 362 385 380 386 387 585 385 417 385 362 	53 	36 36 36 36 36 36 36 36 36 36 36 
ENST00000493394 	ENST00000300933 ENST00000591226 	242 	1592 2265 	242 	1592 2265 	32 	52 52 
ENST00000335185 	ENST00000525054 	3747 	477 	3748 	477 	52 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	407 	73 16 	407 	73 16 	53 	52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	156 115 	443 	156 115 	53 	53 53 
ENST00000296292 	ENST00000272402 	4624 	3532 	4631 	3532 	46 	51 
ENST00000335185 	ENST00000525054 	3764 	482 	3764 	482 	53 	52 
ENST00000514253 	ENST00000511844 	505 	115 	505 	115 	53 	53 
ENST00000462906 	ENST00000519416 ENST00000520615 ENST00000317827 ENST00000276520 ENST00000518809 ENST00000519093 ENST00000330691 ENST00000348567 ENST00000379931 	1492 	3561 3560 3618 2329 2185 2263 1961 1925 3654 	1492 	3568 3567 3625 2336 2192 2270 1968 1932 3661 	31 	46 46 46 46 46 46 46 46 46 
ENST00000491969 	ENST00000423945 ENST00000415772 ENST00000456312 ENST00000437201 ENST00000571413 ENST00000571977 ENST00000575155 ENST00000570792 	228 	143 78 67 61 143 78 67 61 	228 	143 78 67 61 143 78 67 61 	51 	53 53 53 53 53 53 53 53 
